xmin,ymin,xmax,ymax,class
24,36,76,86,logo
35,193,69,223,icon
33,262,70,293,icon
31,328,74,367,icon
31,398,76,435,icon
32,466,79,508,icon
33,531,81,579,icon
31,601,81,650,icon
35,1067,70,1111,icon
524,850,549,874,icon
663,847,692,878,icon
700,845,729,876,icon
925,461,952,495,icon
218,962,244,989,icon
214,1012,248,1044,icon
215,1063,250,1100,icon
599,972,626,1003,icon
598,1025,629,1055,icon
599,1076,630,1105,icon
850,932,886,960,logo
1102,936,1125,958,icon
1082,1048,1110,1074,logo
855,1008,875,1030,image
1148,947,1194,995,image
1201,949,1249,995,image
1255,947,1301,997,image
795,812,887,905,image
129,814,219,905,image
126,431,224,522,image
130,43,218,129,image
121,428,976,806,chart
1007,429,1352,806,chart
1248,73,1300,123,image
1323,92,1342,112,icon
1230,288,1252,314,icon
1007,86,1033,113,icon
1063,85,1094,113,icon
1120,83,1152,116,icon
1181,82,1211,117,icon
169,161,477,374,image
507,162,814,375,image
845,162,1149,375,image
210,913,739,1119,table
1148,1036,1331,1104,button
837,456,961,495,block
519,847,732,879,block
1179,186,1299,343,button
1,3,106,1146,block
127,45,1351,413,block
830,991,1138,1104,block
833,916,1138,974,block
798,828,1352,1118,block
127,831,776,1120,block
