xmin,ymin,xmax,ymax,class
288,524,720,839,chart
601,894,696,931,button
287,872,720,1080,chart
482,546,693,574,block
38,1011,155,1044,button
17,903,237,1063,block
27,27,151,65,logo
29,138,63,173,icon
25,206,59,241,icon
24,257,58,292,icon
26,307,60,342,icon
23,361,57,396,icon
24,412,58,447,icon
1,1,260,1099,block
756,34,787,65,icon
1062,32,1093,63,icon
749,29,979,70,form
1112,32,1143,63,icon
1161,32,1192,63,icon
1386,32,1417,63,icon
1254,31,1287,65,image
260,1,1430,99,block
604,156,695,190,button
288,128,718,491,chart
1310,153,1384,191,button
1308,739,1382,777,button
963,741,1037,779,button
1212,440,1384,477,block
747,413,1408,686,chart
313,952,350,991,icon
313,1016,350,1055,icon
784,812,806,834,icon
783,942,805,964,icon
1132,816,1171,852,icon
1127,901,1166,937,icon
1131,989,1170,1025,icon
818,840,1027,902,chart
820,972,1029,1034,chart
773,802,1039,913,block
774,930,1040,1041,block
1116,799,1384,868,block
1117,887,1385,956,block
1117,973,1385,1042,block
747,718,1067,1073,block
1090,717,1410,1072,block
788,228,827,265,icon
994,230,1033,267,icon
1206,229,1245,266,icon
772,212,968,359,block
980,212,1176,359,block
1187,213,1383,360,block
748,129,1408,386,block
