xmin,ymin,xmax,ymax,class
33,430,86,464,image
79,433,150,500,image
41,577,145,610,button
18,449,168,628,block
10,20,75,50,logo
10,65,37,93,icon
11,116,38,144,icon
10,168,37,196,icon
10,219,37,247,icon
10,268,37,296,icon
1,1,198,655,block
552,345,566,363,icon
741,344,759,370,icon
248,333,579,600,chart
602,333,770,600,chart
416,170,460,191,logo
745,167,760,196,icon
620,235,641,257,icon
514,213,618,283,block
648,213,752,283,block
498,158,769,308,block
248,158,473,308,image
923,55,989,121,image
253,48,278,77,icon
707,45,739,76,icon
753,45,778,74,icon
249,44,453,78,form
872,179,905,212,icon
937,178,970,211,icon
1003,177,1036,210,icon
820,326,869,373,logo
820,391,869,438,logo
821,457,870,504,logo
820,557,869,604,logo
796,245,1108,620,table
866,176,1045,234,block
