xmin,ymin,xmax,ymax,class
24,26,121,69,logo
198,104,228,134,icon
31,100,67,141,icon
32,172,68,213,icon
32,241,68,282,icon
32,313,68,354,icon
32,386,68,427,icon
32,459,68,500,icon
33,804,69,845,icon
1159,20,1195,61,icon
1378,25,1404,53,icon
1091,169,1117,197,icon
1211,113,1237,141,icon
1088,225,1114,253,icon
1091,283,1117,311,icon
1338,225,1364,253,icon
1338,281,1364,309,icon
1339,167,1365,195,icon
1269,113,1379,145,form
1076,462,1378,504,button
323,99,348,126,icon
512,97,537,124,icon
520,30,542,56,icon
595,30,617,56,icon
582,23,1027,64,form
1214,20,1254,59,image
698,97,723,124,icon
887,97,912,124,icon
1091,114,1116,141,icon
343,670,374,699,icon
342,733,373,762,icon
344,797,375,826,icon
815,661,889,707,chart
815,725,889,771,chart
817,787,891,833,chart
1076,107,1250,149,form
1080,164,1379,205,form
1078,221,1380,260,form
1078,276,1382,310,form
1075,332,1385,375,chart
1074,394,1385,430,block
1095,484,1440,810,chart
299,84,1029,184,block
300,85,486,185,block
487,85,673,185,block
674,84,860,184,block
861,85,1029,185,block
325,658,1003,711,block
325,721,1003,774,block
324,785,1002,838,block
300,563,1033,856,table
300,217,1034,548,chart
1,1,267,895,block
1157,18,1412,62,block
