xmin,ymin,xmax,ymax,class
23,16,75,67,logo
22,119,69,170,icon
23,177,70,228,icon
22,240,69,291,icon
21,302,68,353,icon
24,363,71,414,icon
23,424,70,475,icon
22,488,69,539,icon
21,549,68,600,icon
19,911,66,962,icon
827,19,867,62,icon
759,20,807,63,logo
1077,24,1107,58,icon
1141,19,1178,60,image
1322,21,1354,55,icon
883,18,1112,60,form
894,27,922,50,logo
2,2,1372,82,block
1,82,91,979,block
1025,800,1315,855,button
1077,913,1118,955,image
1184,938,1213,957,button
1024,579,1315,631,form
1024,682,1315,737,form
1307,462,1343,502,icon
1009,444,1033,464,logo
993,457,1348,508,form
992,519,1348,887,block
1167,108,1194,140,icon
1167,107,1352,142,form
1157,224,1188,251,icon
992,167,1030,203,icon
1054,166,1092,202,icon
1119,167,1157,203,icon
1181,167,1219,203,icon
1245,166,1283,202,icon
1309,166,1347,202,icon
991,269,1029,305,icon
1056,271,1094,307,icon
1119,269,1157,305,icon
1182,269,1220,305,icon
1245,270,1283,306,icon
1310,272,1348,308,icon
965,339,1171,414,button
1171,338,1372,414,button
962,83,1372,979,block
137,129,175,165,icon
388,130,426,166,icon
642,130,680,166,icon
894,130,932,166,icon
122,116,349,178,icon
375,117,602,179,icon
625,117,852,179,icon
880,116,962,177,block
123,218,187,268,icon
376,214,927,272,block
459,316,479,340,icon
490,316,527,342,icon
529,316,555,342,icon
134,309,385,344,block
795,307,838,349,icon
840,309,878,350,icon
881,309,925,351,icon
121,922,142,954,icon
914,922,932,957,icon
122,304,934,975,chart
