xmin,ymin,xmax,ymax,class
878,135,962,217,image
129,540,152,562,image
129,570,153,592,image
129,599,153,621,image
129,628,153,650,image
809,285,1032,423,image
36,61,71,91,logo
33,125,72,163,icon
34,177,72,210,icon
34,228,72,262,icon
36,278,72,311,icon
35,328,72,363,icon
36,379,72,413,icon
36,426,74,464,icon
38,608,70,640,icon
295,135,311,154,icon
527,136,545,156,icon
747,137,765,154,icon
746,41,774,66,icon
895,42,924,69,icon
989,38,1028,73,icon
1008,126,1024,158,icon
205,285,220,301,icon
148,310,159,321,icon
294,280,311,306,icon
751,286,766,300,icon
941,443,958,464,icon
948,511,965,525,icon
1006,540,1016,563,icon
1006,575,1017,597,icon
1007,609,1018,630,icon
827,544,853,568,icon
829,579,852,604,icon
828,612,852,637,icon
756,508,771,525,icon
463,508,477,525,icon
113,492,492,668,table
512,491,782,668,chart
812,493,1030,668,chart
112,268,323,474,chart
342,268,782,475,chart
125,223,144,240,icon
357,223,374,240,icon
585,222,603,240,icon
224,156,311,204,chart
453,156,546,207,chart
684,156,767,210,chart
970,379,1021,403,logo
809,435,1032,478,button
810,121,1032,268,block
113,120,322,250,block
342,119,552,251,block
572,120,781,250,block
545,37,783,70,form
24,11,83,33,image
21,40,85,667,block
889,38,974,71,block
