xmin,ymin,xmax,ymax,class
27,19,77,62,logo
35,130,72,168,icon
33,183,70,221,icon
33,238,70,276,icon
32,291,69,329,icon
32,346,69,384,icon
33,795,70,833,icon
34,848,71,886,icon
31,958,68,996,icon
155,679,192,717,icon
64,677,198,721,button
62,452,201,595,image
26,425,245,755,block
1,3,271,1014,block
625,27,661,65,icon
918,26,954,64,icon
1006,25,1042,63,icon
1097,25,1133,63,icon
1365,26,1401,64,icon
610,14,969,77,form
1184,21,1237,69,image
273,2,1429,93,block
1202,146,1315,262,image
1227,358,1246,380,logo
1277,510,1387,558,button
1128,402,1165,437,icon
1267,399,1304,434,icon
1107,126,1408,458,block
1107,494,1408,580,block
1174,630,1259,668,button
1260,631,1339,669,button
1355,738,1383,764,icon
1128,736,1156,762,icon
1360,822,1381,850,icon
1320,821,1386,856,form
1129,815,1388,860,form
1122,730,1390,773,form
1130,918,1386,968,button
1106,612,1409,989,block
467,660,499,690,icon
509,660,535,689,icon
1024,663,1051,694,icon
942,660,1059,699,form
299,639,1077,997,chart
326,280,455,328,button
732,127,1075,352,image
300,127,1077,354,block
317,465,345,495,icon
586,463,614,493,icon
856,464,884,494,icon
314,532,527,588,chart
583,534,796,590,chart
853,534,1066,590,chart
298,444,539,606,block
576,445,817,607,block
840,446,1081,608,block
