xmin,ymin,xmax,ymax,class
133,44,199,109,image
1056,406,1114,465,image
1055,340,1130,367,image
1041,208,1073,239,image
1102,210,1134,238,image
1162,208,1195,240,image
1221,210,1254,239,image
1283,209,1313,240,image
1070,702,1087,722,image
1042,821,1068,848,image
25,46,79,103,logo
28,186,72,221,icon
31,242,73,281,icon
28,302,73,344,icon
28,364,76,407,icon
28,422,74,465,icon
28,476,74,525,icon
140,190,189,242,icon
137,272,190,325,icon
137,357,187,409,icon
341,190,391,245,icon
342,274,393,327,icon
340,359,392,409,icon
23,859,89,922,icon
136,655,167,686,icon
137,729,167,759,icon
136,782,166,810,icon
137,835,168,863,icon
138,884,167,914,icon
131,464,395,618,chart
131,635,399,926,table
481,134,525,173,icon
611,133,664,176,icon
737,133,797,177,icon
876,133,927,177,icon
1070,35,1117,79,icon
1151,37,1183,74,icon
1321,32,1367,80,icon
1295,127,1326,161,icon
1330,127,1366,163,icon
1331,206,1369,243,icon
452,296,509,354,icon
454,394,510,450,icon
745,294,799,351,icon
746,394,802,449,icon
1302,340,1338,371,icon
1304,420,1339,453,icon
752,563,775,588,icon
891,560,921,591,icon
922,559,958,593,icon
450,664,477,688,icon
448,777,478,806,icon
447,829,480,859,icon
445,880,481,911,icon
827,671,858,701,icon
828,784,856,814,icon
827,839,858,866,icon
1296,739,1326,761,logo
1333,825,1353,845,icon
1317,623,1340,648,icon
1058,622,1105,653,logo
434,625,990,929,table
1042,860,1352,918,button
1042,287,1352,508,block
1042,612,1352,664,block
1042,687,1352,786,block
449,130,560,223,block
583,132,694,225,block
714,130,825,223,block
846,132,957,225,block
1,1,104,963,block
106,1,412,963,block
1146,32,1288,78,block
