xmin,ymin,xmax,ymax,class
211,15,251,55,image
871,131,1060,239,image
905,439,1024,548,image
543,580,828,664,chart
224,465,357,530,chart
226,549,355,612,chart
368,466,500,530,chart
367,550,500,612,chart
492,81,839,285,chart
209,82,480,283,chart
866,279,1069,429,table
15,8,164,66,logo
21,100,46,127,icon
21,159,47,185,icon
20,200,49,229,icon
19,246,49,274,icon
19,289,50,318,icon
19,438,49,470,icon
18,483,48,513,icon
18,597,66,626,icon
455,99,466,115,icon
690,18,714,44,icon
819,97,834,111,icon
863,19,884,41,icon
969,21,986,41,icon
996,18,1024,46,icon
1040,18,1071,46,icon
1046,94,1063,110,icon
931,247,1005,265,icon
334,297,356,311,icon
495,297,518,312,icon
656,297,679,312,icon
816,297,836,312,icon
222,314,265,354,icon
384,313,423,354,icon
543,314,584,355,icon
704,313,743,353,icon
442,636,465,657,icon
794,559,813,579,icon
533,409,839,529,chart
1,1,190,671,block
492,17,718,50,form
859,14,990,46,form
896,606,1055,646,button
265,635,466,660,button
209,295,362,396,block
369,296,522,397,block
528,296,681,397,block
689,295,842,396,block
534,545,839,669,block
209,410,521,669,block
857,79,1078,671,block
