xmin,ymin,xmax,ymax,class
768,15,788,37,icon
757,91,800,131,icon
736,101,750,119,icon
633,100,651,121,icon
572,103,588,119,icon
466,100,494,123,icon
7,71,19,85,icon
285,17,300,31,icon
1,1,800,51,block
1,50,800,91,block
1,92,800,131,block
151,154,164,169,icon
8,145,189,212,button
471,171,479,179,icon
213,158,591,189,button
166,285,185,305,icon
166,318,185,338,icon
165,351,184,371,icon
166,383,185,403,icon
166,418,185,438,icon
167,451,186,471,icon
166,484,185,504,icon
166,518,185,538,icon
166,551,185,571,icon
7,224,190,579,block
759,209,785,235,icon
759,255,785,281,icon
759,302,785,328,icon
755,351,781,377,icon
757,429,783,455,icon
758,475,784,501,icon
753,524,779,550,icon
610,198,788,244,button
610,244,788,293,button
611,293,788,341,button
611,341,788,387,button
212,193,789,388,block
612,419,788,466,button
611,466,789,515,button
610,515,789,560,button
211,415,788,561,block
694,52,750,89,button
752,52,793,90,button
