xmin,ymin,xmax,ymax,class
69,44,129,106,image
317,121,604,306,image
698,267,733,304,image
747,267,783,305,image
795,267,831,303,image
851,265,890,304,image
68,709,192,842,image
1089,378,1351,484,chart
313,798,602,912,chart
661,797,948,913,chart
1069,599,1384,788,chart
312,402,956,712,table
898,52,938,84,icon
906,266,949,304,icon
1311,44,1366,96,icon
338,492,373,522,logo
341,575,375,608,logo
339,654,375,688,logo
931,413,947,437,icon
933,745,950,768,icon
584,750,601,772,icon
42,653,214,914,block
655,47,947,89,form
1,1,253,973,block
1047,2,1407,973,block
536,136,583,169,logo
881,409,950,436,block
