xmin,ymin,xmax,ymax,class
6,167,31,191,icon
60,166,87,191,icon
112,166,139,191,icon
65,197,80,212,icon
64,211,81,227,icon
64,228,82,244,icon
200,220,222,243,icon
227,219,249,243,icon
163,161,331,216,chart
1,1,164,84,button
1,86,162,161,button
183,19,268,85,block
275,17,360,83,block
366,16,451,82,block
483,18,568,84,block
574,17,659,83,block
273,85,359,153,chart
363,84,509,152,chart
575,86,660,154,chart
483,159,661,219,chart
520,220,548,245,icon
550,221,577,247,icon
133,276,158,303,icon
133,368,160,398,icon
133,482,157,507,icon
135,559,158,581,icon
18,269,677,362,chart
18,363,678,472,chart
18,474,680,552,chart
19,552,681,633,chart
285,647,320,683,icon
1048,655,1082,681,icon
18,634,666,871,chart
668,654,1103,872,chart
1144,841,1200,874,logo
690,462,1104,635,chart
690,290,1104,463,chart
688,95,1102,268,chart
735,47,756,65,icon
827,47,848,65,icon
907,45,928,63,icon
982,47,1003,65,icon
1061,48,1082,66,icon
1119,57,1140,75,icon
764,1,821,37,button
822,1,1200,37,form
1116,48,1200,87,form
1117,564,1200,653,button
1117,474,1199,564,button
1117,383,1199,474,button
1116,294,1200,383,button
1118,189,1200,293,button
1117,86,1200,188,button
1116,86,1200,654,block
698,47,795,85,form
795,47,881,85,form
881,47,955,85,form
955,48,1028,86,form
1029,48,1117,85,form
697,48,1200,86,block
