xmin,ymin,xmax,ymax,class
23,32,107,56,logo
27,78,53,106,icon
26,134,54,162,icon
26,189,55,218,icon
26,244,56,271,icon
26,298,55,323,icon
25,537,52,560,icon
127,655,151,677,icon
355,122,377,142,icon
549,62,572,87,icon
932,61,959,88,icon
972,54,1010,94,image
207,166,400,263,image
415,167,604,262,image
587,307,601,326,icon
585,347,601,374,icon
584,388,604,414,icon
585,427,603,452,icon
584,468,604,496,icon
582,508,605,536,icon
582,551,605,577,icon
583,591,606,619,icon
583,633,606,662,icon
583,675,606,701,icon
582,714,607,740,icon
199,301,620,743,table
635,177,1001,454,chart
981,482,997,497,icon
635,475,1002,743,table
424,181,455,201,logo
543,55,913,94,form
25,589,172,715,block
1,1,189,743,block
627,118,1009,743,block
287,117,381,148,block
546,305,604,328,block
