xmin,ymin,xmax,ymax,class
9,3,110,34,logo
76,68,98,90,icon
309,68,329,89,icon
541,67,562,91,icon
773,68,793,89,icon
932,10,957,28,icon
973,10,992,28,icon
42,180,69,210,icon
272,181,301,208,icon
506,179,534,210,icon
736,180,767,209,icon
84,233,108,259,icon
83,346,107,371,icon
41,293,70,323,icon
39,407,70,435,icon
270,371,302,401,icon
504,372,532,402,icon
504,210,724,360,chart
503,402,724,551,chart
272,401,492,553,chart
735,210,955,552,chart
1,37,994,164,block
40,60,261,141,block
272,59,492,142,block
502,60,724,142,block
735,60,956,141,block
40,180,261,282,block
40,292,260,395,block
39,405,261,553,block
272,179,492,362,block
271,371,493,552,block
504,179,725,360,block
505,372,726,551,block
736,179,957,551,block
