xmin,ymin,xmax,ymax,class
35,43,117,125,image
35,1795,117,1873,image
203,59,255,111,icon
293,55,345,107,icon
391,57,447,109,icon
383,57,655,113,form
887,59,935,111,logo
1127,57,1175,109,logo
1351,53,1399,105,logo
1587,53,1635,105,logo
1833,55,1881,107,logo
2021,55,2069,107,logo
917,239,1005,325,logo
47,239,109,295,icon
47,323,109,379,icon
51,415,113,471,icon
47,555,109,611,icon
45,649,107,705,icon
45,735,107,791,icon
41,877,103,933,icon
43,963,105,1019,icon
45,1051,107,1107,icon
47,1591,109,1647,icon
49,1679,111,1735,icon
2579,57,2623,107,icon
2405,49,2473,119,icon
2681,43,2749,113,icon
2845,57,2889,107,icon
2397,51,2637,117,form
2667,47,2907,113,form
1101,245,1133,285,icon
915,401,965,443,icon
985,397,1035,439,icon
1167,397,1201,443,icon
1281,401,1319,441,icon
1069,391,1215,451,form
1231,389,1329,451,form
1353,391,1403,451,icon
1423,389,1485,453,icon
2019,917,2067,967,icon
1965,915,2019,971,icon
2149,989,2193,1033,icon
2149,1145,2189,1181,icon
1967,1143,2201,1191,form
1971,989,2195,1035,form
1965,1081,2009,1121,icon
2023,1083,2063,1125,icon
2077,1079,2127,1123,icon
909,381,1507,465,block
889,359,2225,1201,chart
1,1,157,1913,block
159,1,2947,165,block
705,1737,739,1777,icon
771,1737,807,1777,icon
209,1703,841,1915,chart
207,1455,837,1653,chart
235,1071,273,1117,icon
235,1265,279,1307,icon
235,1327,281,1371,icon
449,1067,495,1119,icon
447,1263,497,1309,icon
445,1327,493,1373,icon
295,997,327,1047,icon
575,995,605,1049,icon
791,995,821,1047,icon
211,991,839,1453,table
255,889,317,947,icon
741,889,793,949,icon
243,879,805,957,form
211,847,837,1657,block
295,707,347,747,icon
579,703,621,749,icon
243,687,513,763,button
535,685,807,763,button
549,559,589,603,icon
359,427,405,479,icon
763,365,797,407,icon
623,353,811,421,form
639,365,689,411,icon
243,241,807,323,button
2021,1309,2059,1345,icon
2083,1311,2121,1347,icon
2149,1309,2187,1345,icon
981,1399,1007,1445,icon
1465,1399,1491,1441,icon
1753,1401,1775,1445,icon
1981,1401,2011,1441,icon
889,215,2229,1217,block
2065,1475,2195,1521,button
2069,1563,2199,1609,button
2067,1655,2197,1701,button
2067,1745,2197,1791,button
2069,1833,2199,1879,button
911,1471,981,1527,logo
909,1557,979,1613,logo
909,1647,979,1703,logo
909,1739,979,1795,logo
905,1829,975,1885,logo
917,1303,1507,1355,block
891,1271,2229,1915,table
2309,1175,2877,1249,button
207,211,837,799,block
2309,245,2875,319,button
2401,445,2665,513,chart
2399,649,2663,717,chart
2401,863,2665,931,chart
2307,347,2399,439,logo
2305,559,2397,651,logo
2305,765,2397,857,logo
2305,973,2397,1065,logo
2317,449,2375,511,image
2317,655,2375,717,image
2317,867,2375,929,image
2275,213,2909,1089,table
2277,1779,2907,1913,chart
2575,1289,2615,1337,icon
2743,1291,2783,1339,icon
2831,1291,2887,1345,icon
2367,1387,2391,1437,icon
2613,1389,2641,1435,icon
2861,1387,2893,1437,icon
2313,1287,2459,1347,image
2491,1285,2623,1347,form
2647,1289,2789,1343,form
2277,1383,2909,1777,table
2277,1143,2913,1915,block
