xmin,ymin,xmax,ymax,class
974,74,1051,150,image
1101,31,1121,52,icon
901,31,923,55,icon
900,243,1126,301,block
901,421,1126,703,chart
890,19,1134,723,block
626,480,875,723,chart
845,495,858,511,icon
626,209,875,451,chart
586,493,599,509,icon
112,480,616,721,table
407,213,458,231,icon
516,215,529,231,icon
575,214,589,232,icon
113,209,613,449,chart
45,632,80,708,icon
48,415,79,445,icon
47,349,81,390,icon
47,293,78,325,icon
48,231,83,269,icon
45,179,83,207,icon
43,116,85,156,icon
44,38,83,83,logo
26,19,100,722,block
146,140,163,158,icon
210,100,249,182,icon
836,100,875,181,icon
840,50,871,77,icon
559,49,873,80,form
352,116,431,166,chart
533,108,625,167,chart
731,111,822,171,chart
112,100,194,180,block
259,100,439,178,block
452,101,632,178,block
646,100,826,179,block
468,215,531,231,block
536,214,593,231,block
543,491,601,511,block
794,493,862,513,block
640,240,670,266,icon
640,282,670,308,icon
641,324,671,350,icon
640,367,670,393,icon
639,409,669,435,icon
