xmin,ymin,xmax,ymax,class
26,31,67,74,logo
28,388,63,421,icon
28,446,64,484,icon
28,511,66,546,icon
28,570,71,609,icon
30,633,71,673,icon
28,991,66,1027,icon
668,27,700,63,icon
1100,24,1142,58,icon
1158,23,1197,61,image
146,118,317,309,chart
347,119,513,307,chart
548,120,717,307,chart
748,121,918,309,chart
986,119,1220,314,chart
986,338,1221,455,table
987,473,1222,985,table
486,463,514,490,icon
485,508,518,537,icon
483,551,518,583,icon
483,598,521,631,icon
482,644,522,680,icon
145,349,917,712,table
142,749,514,1021,chart
544,750,916,1020,chart
1,1,92,1055,block
968,1,1233,1055,block
663,23,918,66,form
