xmin,ymin,xmax,ymax,class
962,31,991,61,icon
1006,31,1041,62,icon
1082,27,1129,62,icon
1203,32,1224,59,icon
32,31,170,63,logo
536,31,567,60,icon
27,111,61,148,icon
182,114,218,148,icon
26,167,62,202,icon
25,219,65,258,icon
25,277,66,315,icon
27,331,67,372,icon
25,392,68,429,icon
25,447,68,487,icon
289,157,335,204,icon
534,158,582,203,icon
288,362,335,409,icon
536,364,581,411,icon
264,595,306,636,icon
263,668,307,710,icon
262,739,306,782,icon
261,813,306,854,icon
920,593,955,629,icon
921,666,956,700,icon
922,738,958,773,icon
921,810,956,843,icon
724,597,871,633,image
723,668,872,707,image
725,742,872,782,image
725,814,872,852,image
254,538,892,878,table
899,537,1232,879,table
766,143,1206,504,chart
263,28,573,63,form
1,1,229,896,block
264,134,485,310,block
508,132,729,308,block
510,336,731,512,block
265,340,486,516,block
758,130,1220,516,block
256,130,738,516,block
230,1,1257,90,block
