xmin,ymin,xmax,ymax,class
23,37,146,67,logo
23,163,57,198,icon
23,225,57,260,icon
24,286,58,321,icon
22,349,56,384,icon
22,411,56,446,icon
22,472,56,507,icon
22,536,56,571,icon
22,828,56,863,icon
23,891,57,926,icon
1,1,243,951,block
967,36,996,72,icon
947,25,1258,78,form
1281,27,1335,79,icon
1354,27,1406,81,image
271,715,314,756,image
271,794,314,835,image
272,875,315,916,image
1339,607,1382,649,icon
987,582,1407,937,chart
920,603,951,640,icon
838,599,957,642,form
257,581,961,937,table
1339,184,1385,223,icon
1329,256,1390,310,chart
1332,360,1393,414,chart
1329,466,1390,520,chart
988,154,1407,552,block
904,161,938,198,icon
753,158,945,203,form
257,153,966,552,chart
243,1,1430,112,block
