xmin,ymin,xmax,ymax,class
65,37,117,76,logo
27,144,47,164,icon
28,176,48,195,icon
29,205,49,226,icon
29,234,49,256,icon
28,266,49,287,icon
29,298,49,319,icon
29,329,49,347,icon
29,358,47,379,icon
47,553,67,573,icon
67,553,111,573,icon
114,554,137,574,icon
760,394,778,411,icon
787,394,808,410,icon
814,395,836,411,icon
841,395,863,411,icon
867,395,891,412,icon
760,434,781,456,icon
758,462,782,484,icon
758,507,782,529,icon
816,544,833,559,icon
838,298,853,312,icon
673,374,693,393,icon
561,418,585,442,icon
561,445,585,468,icon
562,499,584,522,icon
561,527,585,549,icon
209,369,556,566,chart
374,257,458,327,image
373,174,458,247,image
314,118,348,133,logo
490,118,524,133,logo
666,118,699,132,logo
503,215,542,254,icon
553,214,594,255,icon
605,214,646,255,icon
657,214,698,255,icon
572,299,582,311,icon
751,51,1020,294,table
751,418,1023,540,table
44,550,142,576,block
9,11,173,601,block
201,357,716,576,block
561,370,699,394,block
744,356,1032,574,block
742,40,1031,327,block
201,175,458,248,block
201,257,458,330,block
486,176,715,329,block
201,39,365,147,image
376,38,540,148,image
550,39,715,148,image
