xmin,ymin,xmax,ymax,class
612,315,1335,705,chart
1097,29,1144,73,image
21,33,107,57,logo
833,34,862,67,icon
18,134,51,165,icon
18,188,54,222,icon
17,245,57,281,icon
18,301,55,335,icon
16,357,58,397,icon
17,414,60,455,icon
16,467,58,513,icon
290,144,341,186,icon
442,145,470,178,icon
543,144,591,189,icon
694,144,720,179,icon
793,142,838,187,icon
946,142,968,182,icon
1044,142,1088,186,icon
1194,143,1222,182,icon
298,766,343,802,logo
296,824,343,865,logo
296,883,343,919,logo
295,946,345,986,logo
1196,712,1217,744,icon
276,715,1246,1004,table
17,1013,53,1044,icon
826,29,1070,69,form
1,3,232,1073,block
1027,126,1235,283,block
776,128,984,285,block
529,128,737,285,block
281,129,489,286,block
278,316,574,658,block
303,578,443,631,button
