xmin,ymin,xmax,ymax,class
147,101,300,128,logo
948,110,965,126,icon
1030,108,1048,128,icon
993,157,1024,181,icon
1023,154,1050,184,icon
1010,276,1045,298,icon
168,64,192,88,icon
418,60,443,89,icon
157,58,448,92,form
948,65,964,82,icon
974,63,1005,89,icon
1012,63,1038,88,icon
807,62,970,92,form
98,56,1103,94,block
1014,440,1043,468,icon
1015,482,1046,512,icon
1013,526,1048,555,icon
457,773,483,798,icon
153,719,217,783,image
153,801,217,865,image
99,912,1105,958,block
760,717,1035,796,chart
98,649,433,913,table
433,647,740,914,block
740,647,1101,913,block
96,308,433,647,chart
433,308,741,646,chart
742,307,1101,646,table
146,272,1054,307,block
146,193,1056,270,block
147,145,1058,195,block
147,96,1057,146,block
