xmin,ymin,xmax,ymax,class
21,21,70,71,logo
34,198,61,222,icon
238,77,265,101,icon
32,251,59,275,icon
35,306,62,330,icon
34,360,61,384,icon
37,814,64,838,icon
517,18,544,42,icon
914,19,941,43,icon
1034,18,1061,42,icon
1291,21,1318,45,icon
1181,19,1208,43,icon
1227,19,1254,43,icon
1335,13,1373,51,icon
1173,16,1264,45,block
1025,15,1145,49,button
905,15,1011,49,button
511,10,877,51,form
480,125,501,144,icon
655,118,1039,144,block
1,1,254,868,block
276,87,1054,454,chart
1079,86,1374,451,chart
378,530,398,552,icon
545,531,565,553,icon
697,531,717,553,icon
869,530,889,552,icon
1024,530,1044,552,icon
924,812,944,834,icon
1020,813,1040,835,icon
954,811,976,836,icon
986,811,1007,836,icon
917,809,1044,840,block
290,574,317,600,icon
291,612,318,638,icon
291,650,318,676,icon
290,687,317,713,icon
291,726,318,752,icon
290,762,317,788,icon
1092,527,1119,553,icon
1091,563,1118,589,icon
1092,599,1119,625,icon
1092,633,1119,659,icon
1092,668,1119,694,icon
1093,705,1120,731,icon
1093,740,1120,766,icon
1092,774,1119,800,icon
1094,812,1117,836,icon
1337,492,1355,511,icon
1295,491,1357,515,form
274,475,1055,849,table
1079,475,1373,848,table
255,1,1392,64,block
