xmin,ymin,xmax,ymax,class
36,38,72,74,logo
431,39,510,69,chart
650,44,679,69,icon
848,45,877,70,icon
1242,41,1276,72,icon
1313,42,1347,73,icon
1379,42,1413,73,image
29,131,63,162,icon
28,194,62,225,icon
29,249,63,280,icon
25,310,59,341,icon
27,372,61,403,icon
25,429,59,460,icon
316,123,1045,453,chart
1095,186,1412,518,table
1095,518,1414,587,chart
1096,622,1413,803,chart
1009,502,1036,524,icon
953,499,1042,526,form
774,503,815,522,button
822,502,863,521,button
869,502,916,522,button
1005,561,1026,596,icon
1005,625,1029,663,icon
1007,692,1027,727,icon
1007,756,1028,790,icon
453,568,480,592,icon
452,632,479,656,icon
453,697,480,721,icon
454,763,481,787,icon
312,490,1047,807,table
229,574,255,594,icon
215,811,233,828,icon
215,872,231,890,icon
173,809,235,830,form
174,870,234,892,form
7,556,265,750,block
7,769,268,909,table
26,808,53,835,icon
27,864,54,895,icon
1,1,275,922,block
