xmin,ymin,xmax,ymax,class
38,40,228,89,logo
56,134,95,173,icon
54,200,93,239,icon
58,275,97,314,icon
57,352,96,391,icon
55,416,94,455,icon
54,483,93,522,icon
57,548,96,587,icon
59,933,135,959,button
41,862,266,975,image
1,3,307,1011,block
341,46,386,88,icon
1296,46,1341,88,icon
1408,47,1439,82,icon
1359,44,1407,89,image
368,154,417,200,icon
340,45,665,88,form
1110,575,1401,617,button
886,903,1039,974,image
353,748,377,770,icon
597,746,621,768,icon
842,746,866,768,icon
338,731,561,823,block
583,732,806,824,block
825,732,1048,824,block
341,894,1052,984,block
351,257,1036,295,block
349,120,1036,232,image
1006,316,1031,341,icon
350,306,1040,615,chart
340,117,1047,636,block
1117,156,1259,192,button
1263,155,1398,192,button
1210,514,1242,544,icon
1211,393,1239,421,icon
1211,454,1239,482,icon
1370,514,1398,542,icon
1363,239,1391,267,icon
1114,387,1401,428,form
1111,449,1403,490,form
1110,508,1404,551,form
1097,131,1415,636,block
1098,714,1136,751,icon
1098,781,1136,818,icon
1098,848,1136,885,icon
1098,916,1136,953,icon
1096,914,1134,951,icon
1094,669,1421,976,table
1079,113,1434,991,block
