xmin,ymin,xmax,ymax,class
65,91,256,204,logo
104,741,173,813,icon
102,905,171,977,icon
105,1062,174,1134,icon
106,1215,175,1287,icon
102,1371,171,1443,icon
105,1680,174,1752,icon
65,2449,187,2566,image
1,4,631,2677,block
3843,154,3937,257,icon
4052,150,4146,253,icon
793,629,970,793,icon
1659,629,1826,788,icon
2521,630,2688,789,icon
3388,625,3555,784,icon
737,529,1534,888,block
1602,527,2399,886,block
2464,528,3261,887,block
3329,529,4126,888,block
2265,1138,2365,1235,icon
1323,657,1398,729,icon
2188,655,2263,727,icon
3047,662,3122,734,icon
3992,1877,4067,1949,icon
3973,2147,4048,2219,icon
3969,2264,4044,2336,icon
3975,2387,4050,2459,icon
2462,1832,4131,2502,table
2465,1104,4131,1768,chart
1654,1554,1723,1624,icon
1601,1102,2401,2502,chart
734,1096,1540,1768,chart
734,1832,1534,2504,block
