xmin,ymin,xmax,ymax,class
51,779,217,821,button
30,652,241,845,block
34,33,151,68,logo
32,121,67,157,icon
32,176,68,214,icon
32,230,70,268,icon
31,289,72,326,icon
28,344,72,387,icon
31,449,72,488,icon
1,1,268,890,block
326,43,359,79,icon
1202,35,1241,73,icon
1381,46,1397,65,icon
303,37,627,85,form
1029,110,1397,317,image
1311,138,1362,169,logo
1075,432,1117,467,icon
1148,426,1201,471,image
1226,427,1279,471,image
1304,424,1362,470,image
1357,447,1380,471,icon
1031,352,1398,524,block
303,118,453,191,block
478,116,638,190,block
660,115,831,192,block
857,114,998,192,block
933,248,960,275,icon
326,236,991,537,chart
305,224,1001,551,block
1355,576,1372,609,icon
1060,580,1355,791,chart
1031,557,1397,857,block
931,585,961,612,icon
335,679,374,715,logo
336,741,375,780,logo
335,803,375,841,logo
325,578,976,858,table
307,561,999,863,block
846,584,967,614,block
844,246,965,280,block
