xmin,ymin,xmax,ymax,class
1183,14,1232,62,logo
1039,13,1090,62,icon
988,13,1039,63,icon
94,19,244,55,logo
10,11,61,63,icon
422,16,488,39,logo
507,17,574,39,logo
594,17,660,39,logo
9,12,1234,66,block
269,104,293,126,icon
513,103,537,125,icon
759,103,783,125,icon
1005,104,1029,126,icon
252,91,473,260,chart
498,90,719,259,chart
744,89,968,260,chart
987,89,1211,260,chart
27,78,50,101,logo
145,76,213,102,icon
24,118,53,148,icon
25,154,54,184,icon
25,185,54,215,icon
27,220,56,250,icon
124,154,153,184,icon
124,184,153,214,icon
23,307,52,337,icon
23,347,52,377,icon
24,390,53,420,icon
24,431,53,461,icon
24,472,53,502,icon
23,513,52,543,icon
8,548,227,721,block
10,301,229,549,block
6,114,227,256,table
8,70,229,949,block
273,919,304,948,icon
273,810,294,835,icon
500,811,523,836,icon
501,852,522,876,icon
273,853,294,877,icon
271,811,472,834,form
273,852,472,875,form
272,918,389,950,form
418,920,701,950,block
499,852,699,876,form
499,811,700,836,form
267,622,286,643,icon
266,645,287,664,icon
267,666,288,686,icon
268,687,287,706,icon
266,707,288,730,icon
490,619,516,646,icon
493,646,515,665,icon
495,665,514,687,icon
493,684,516,706,icon
494,706,515,731,icon
255,563,719,732,table
253,379,721,952,block
836,419,854,439,icon
935,417,956,439,icon
1035,417,1055,439,icon
1173,417,1190,441,icon
762,417,857,441,form
868,417,963,441,form
972,416,1061,440,form
1074,415,1191,441,form
761,469,837,488,form
855,467,930,488,form
1003,465,1090,491,button
1106,466,1193,492,button
1164,547,1183,568,icon
1163,579,1182,600,icon
1133,548,1154,569,icon
1133,580,1154,601,icon
1134,614,1155,635,icon
1162,614,1183,635,icon
1162,647,1183,668,icon
1133,647,1154,668,icon
1134,682,1155,703,icon
1163,680,1184,701,icon
1163,715,1184,736,icon
1133,715,1154,736,icon
1133,748,1154,769,icon
1161,748,1182,769,icon
1132,782,1153,803,icon
1163,782,1184,803,icon
1132,815,1153,836,icon
1162,815,1183,836,icon
1133,849,1154,870,icon
1163,849,1184,870,icon
745,508,1208,876,table
743,380,1210,951,block
