xmin,ymin,xmax,ymax,class
20,6,113,45,logo
1105,7,1138,42,icon
1170,5,1203,43,image
1286,9,1304,41,icon
1,1,1314,51,block
860,308,892,330,icon
1033,308,1063,331,icon
829,155,1149,355,block
879,416,1101,553,image
856,637,984,668,button
995,638,1123,668,button
829,375,1148,697,block
759,408,780,429,icon
671,407,783,431,form
162,373,830,697,chart
187,180,217,210,icon
354,181,384,210,icon
521,182,551,210,icon
689,182,719,211,icon
160,155,310,355,block
328,156,478,356,block
495,157,645,357,block
661,157,811,357,block
