xmin,ymin,xmax,ymax,txt
120,28,216,52,Dashboard
927,33,993,47,1234***23
1009,33,1073,49,$3 456.20
1195,31,1309,50,William Jacobson
991,113,1061,133,Markets
1197,117,1349,133,Search Currency Name
185,133,231,147,Bitcoin
253,133,301,147,8.321.24
437,133,479,149,Ripple
505,135,553,147,8.321.24
689,133,805,147,Ethereum  8.321.24
185,151,235,165,BTC/USD
259,153,301,165,+0.12%
435,153,487,165,XRP/USD
517,153,553,165,-0.07%
689,151,741,167,ETH/USD
765,153,807,165,+0.25%
211,221,295,237,Price Chart
391,227,463,239,MARKET CAP
529,227,577,239,VOLUME
677,227,743,241,OPEN (24h)
833,227,915,241,CHANGE (24h)
209,241,289,261,BTC/USD
389,243,483,261,4.323.45434
529,243,631,261,18.325 M BTC
677,245,791,261,8.134.3-8.021.1
867,245,915,261,3.15%
153,321,371,339,1h 5h 1d 7d 1m All
1035,365,1097,385,Buy BTC
1241,365,1309,385,Sell BTC
1007,475,1161,491,Bitcoin Wallet: 3.456
1025,549,1105,565,Amount BTC
1180,551,1317,565,1 BTC = 8 214.24 USD
1041,597,1065,613,0.5
1025,655,1107,671,You Pay USD
1041,701,1105,719,4 338.12
1132,919,1268,943,Technical Support
153,931,219,947,NOV 2019
329,931,391,947,DEC 2019
499,933,563,947,JAN 2020
673,931,735,947,FEB 2020
845,933,913,947,MAR 2020
1155,818,1183,839,Buy
