xmin,ymin,xmax,ymax,txt
78,44,184,74,Web App
303,39,469,75,Dashboard
1017,49,1059,63,Search
302,158,406,184,Overview
1046,158,1238,184,Last Transactions
1327,163,1377,179,View AlI
47,234,137,251,"Welcore Back,"
411,237,449,251,10.8%
581,235,629,251,k 3.29
779,237,811,251,2.5%
961,237,991,251,2.5%
1120,228,1231,249,Courtney Henry
1333,231,1371,247,5120
1119,253,1183,265,Senn Money
1319,253,1369,265,2Omin aj0
48,258,156,284,Nur Alam
322,274,400,302,S6245
504,274,578,300,S8560
684,274,744,304,S818
866,274,934,300,S1497
325,307,373,321,Balance
503,307,551,321,Income
684,305,735,323,Savings
867,307,925,321,Expenses
1151,303,1211,319,Hawkins
1325,303,1371,319,51200
1119,325,1183,337,Senn Money
1317,325,1369,337,4Omin ajc
74,336,160,354,Dashboard
1121,375,1165,393,Figma
1331,375,1371,391,S900
75,391,149,411,Statistics
304,388,408,416,My Cards
947,393,997,409,View AlI
1119,397,1183,409,Subscription
1317,397,1369,409,Semin ajc
77,447,155,467,My Wallet
1121,445,1231,465,Courtney Henry
1341,447,1371,463,S70
1119,469,1183,481,Senn Money
1337,469,1369,481,Ih ajo
341,473,365,489,Z5
605,471,631,489,35
47,505,143,523,Tl Transfer
337,509,539,529,1234 5678 9012 3456
603,509,805,529,1234 5678 9012 3456
1331,519,1371,533,5490
887,523,943,539,Add New
1121,519,1245,537,Savannah Nguyen
339,535,369,549,1234
605,535,635,549,1234
1119,541,1183,553,Senn Money
338,562,386,570,Card Holdet
512,562,556,570,exnir Date
604,562,652,570,Card Haldet
778,562,822,570,Frpiw Oata
76,562,147,581,Message
337,575,395,589,Nur Alam
507,575,559,589,04/2025
605,577,661,591,Nur Alam
771,575,825,591,04/2025
1121,589,1169,607,Netflix
1341,591,1371,605,525
1119,613,1183,625,Subscription
1335,613,1369,625,4h ago
77,619,141,635,Favorite
1121,663,1261,679,Cameron Williamson
1341,663,1371,679,525
75,671,127,691,Profile
301,675,500,705,Income & Expense
775,683,821,697,Income
853,683,905,697,Expense
947,683,979,697,Days
1119,685,1203,697,Received Mcney
1121,735,1245,753,Savannah Nguyen
1331,735,1371,749,5490
323,747,349,761,T0K
1119,757,1203,769,Received Mcney
1331,757,1369,769,T2h aj0
659,787,693,801,56522
1121,807,1163,823,Daraz
1341,807,1371,823,525
1119,829,1229,843,E-commerce Payment
1331,829,1369,841,I8h aj0
659,877,693,891,53156
1119,879,1235,895,Leslie Alexander
1333,879,1371,895,s900
1119,901,1203,913,Received Mcney
1329,901,1371,915,z0h ago
1121,951,1223,967,Ralph Edwards
1331,949,1371,967,S640
366,974,402,982,Sunvav
458,974,496,982,Mandav
551,973,595,987,Tuesday
648,974,704,982,Wuduesdav
758,971,807,987,Thursuay
858,971,893,987,Friday
945,973,991,987,Saturday
1119,973,1203,985,Received Mcney
1335,973,1371,987,Id ago
47,981,133,1001,0 Logout
1121,300,1149,322,Guy
941,522,971,539,card
1335,539,1369,555,ah ago
1335,683,1369,699,ah ago
