xmin,ymin,xmax,ymax,txt
20,30,108,58,pyTrade
274,36,432,68,Dashboard
871,45,923,59,Search
1150,44,1245,62,Susan Viantika
24,100,58,108,Menu
59,141,131,155,Dashboard
59,199,179,215,Financial Operation
294,204,384,228,Followers
544,204,638,228,Risk Level
792,202,956,230,Profitable Trading
1044,204,1193,228,Active Followers
294,238,334,262,232
542,239,656,259,Intermediate
793,239,851,259,74.4%
1043,239,1067,259,12
58,252,161,273,Trading Contest
59,313,145,327,Partner Room
301,343,349,363,Equity
638,348,742,374,Statistics
1171,349,1217,365,Growth
1269,349,1311,365,Equity
59,371,155,387,Trading Signals
300,368,428,396,"$22,647.34"
870,408,914,416,This Month
303,416,391,435,Gain (1 Year)
639,409,681,427,260M
59,427,169,443,Trading Platforms
866,418,1022,450,"$220,342,123"
300,440,398,466,145.33%
869,451,897,469,May
59,485,175,501,Customer Support
303,489,349,507,Equity
639,483,681,501,220M
300,512,354,538,2.1%
641,559,679,575,180M
331,598,417,618,Copy Trade
639,629,681,649,140M
300,720,464,744,Frequently traded
801,720,917,740,Autochartist
345,771,405,785,EUR/USD
497,771,535,785,0.36%
543,771,601,785,Avg. Profit
653,771,715,785,Profitable
803,771,851,787,Symbol
943,771,1019,785,Latest Price
1113,769,1209,788,% Daily Change
345,789,437,801,227 trades (45%)
497,787,535,801,-0.22%
543,787,601,801,Avg. Loss
653,789,693,801,67.78%
801,807,877,827,EUR/USD
973,809,1019,827,1.1919
1165,811,1211,827,0.46%
345,831,407,847,AUD/USD
497,831,535,847,98.22%   
543,831,601,847,Avg. Profit
653,831,715,847,Profitable
345,849,425,863,38 trades (4%)
497,849,535,863,-0.12%
543,849,601,863,Avg. Loss
653,849,695,863,98.78%
803,851,867,867,USD/JPY
953,851,1019,867,110.2790
1165,851,1211,867,0.06%
345,891,401,907,USD/IDR
497,893,535,907,4.36%
543,893,601,907,Avg. Profit
653,893,715,907,Profitable
803,891,871,909,GBP/USD
967,889,1019,909,1.3935
1167,891,1211,909,0.97%
345,911,421,923,17 trades (1%)
497,909,535,925,-7.22%
543,909,601,925,Avg. Loss
653,909,695,923,23.78%
803,933,871,949,USD/CHF
969,933,1019,949,0.9179
1159,933,1211,949,-0.54%
345,953,407,969,SGD/USD
497,953,535,967,67.26%
543,953,601,967,Avg. Profit
653,953,715,969,Profitable
345,971,433,985,76 trades (6.27)
497,969,535,985,4.22%
543,969,601,985,Avg. Loss
653,971,695,985,84.02
803,975,849,991,Nikkei
985,975,1019,991,0.00
1159,975,1211,991,-0.00%
59,1020,111,1036,Logout
