xmin,ymin,xmax,ymax,txt
217,65,437,83,"TyPE AccOUNT NUMBER, CLIENT NUMBER Q"
821,69,945,83,WELCOME JAMES MURPHY
174,104,300,128,LPL BranchNet
317,113,355,127,Home
377,113,453,127,My Business
473,113,531,127,Accounts
555,113,619,127,Resources
641,113,677,127,Tools
889,113,951,125,WorK TRAIL
977,113,1031,125,FAVORITES
153,157,277,177,MY DASHBOARD
251,201,311,221,TODAY
409,207,493,221,APPOINTMENTS
565,207,601,221,TASKS
697,207,737,221,ALERTS
819,207,883,221,0SJ REVIEW
943,207,1015,221,LOREM IPSUM
225,221,329,263,11/05
443,231,463,253,3
573,231,591,255,5
698,230,734,260,10
839,231,859,255,5
153,283,201,297,Default
219,283,291,297,My Praclice
310,282,377,300,SegmentA
396,281,473,299,Rebalancing
493,283,563,299,Campaigns
581,283,683,299,Invest Strategies
701,283,729,297,Add
150,346,407,367,ACCOUNTS UNDER MANAGEMENT
763,347,817,367,LEADS
461,373,517,387,Advisory
764,370,1012,398,20% of your leads have no
456,388,606,412,"s70,000,000.00"
762,399,999,427,activity in the past 3 days.
461,427,519,441,FINANCIALS
569,427,651,441,"59,189.659.00"
765,443,867,461,Joseph Baker
893,447,1013,461,No Activity SiNcE 7/7/13
461,463,525,477,techNOLoGY
557,463,651,477,"526.486,094.00"
661,463,689,477,26%
211,485,315,505,"s99,093,236"
767,485,853,505,Rachel Cied
893,491,1013,505,No activity SINce 7/n13
459,499,493,513,INOEX
569,499,651,513,"51,668,357.00"
345,539,375,555,30%
461,535,491,549,boN
565,535,651,549,"52,300,691,00"
765,533,875,549,Samuel Baston
893,537,1013,551,No Activity SiNce 7/7n13
461,571,499,585,UtiliTY
561,571,651,585,"S49,578.448.00"
661,571,687,585,48%0
767,677,823,689,YESTERDAY
150,686,310,710,SEGMENT A CLIENTS
456,686,656,710,INVESTMENT STRATEGIES
767,689,915,709,MARKET RESEARCH
227,721,301,739,Aden Jos
458,719,700,746,ETF Investment strategies
231,749,285,761,PORTFOLIO
295,749,343,761,AcCOUNT
458,740,678,766,shared by LPL Advisors
229,763,267,777,S2OM
293,763,355,777,1853-4670
923,763,971,779,"SO,0oo"
987,763,1033,779,+0.00%
229,805,323,823,Chris Kriser
459,808,641,825,In finance: an investment strategy
765,807,835,821,The   process
851,807,993,821,assessing theviability   of
1006,810,1030,818,MeW
459,825,683,839,ofrules. behaviors Or procedures designed
765,823,1031,837,protuciOr  service Inrough   tecnniques such a8
231,833,285,845,PORTFOLIO
295,831,341,845,AccOUNT
516,838,655,853,investor's selection ofan;
765,837,1033,851,"surveys, protluct testing and focus groups: Market"
229,847,267,861,S20M
293,847,355,861,1853-4670
459,855,541,867,BY Richaro Moore
765,851,849,865,research allows
857,853,907,865,company
917,853,997,865,discover Wnoam
153,935,199,949,SUPPORT
209,935,259,949,ABOUT US
269,935,365,949,PRIVACY & SECURITY
375,935,443,949,TERMS QF USE
947,935,1047,949,2013 LPL BRANCHNET
469,841,505,849,Buidle =
