xmin,ymin,xmax,ymax,txt
28,12,118,38,MONIFY
212,20,328,44,Dashboard
59,56,148,82,98 Dashboard
233,74,425,95,"Welcome Back, Alexa"
59,104,110,128,8 Profile
233,109,601,127,"Check your financial analysis, stocks, goals and so on"
923,105,969,121,Search
59,153,111,171,Wallet
225,171,289,185,Income
350,173,388,181,this week
440,169,604,197,Financial Analysis
782,178,824,186,nswoar
889,165,953,185,Stocks
1074,174,1104,180,today
59,199,163,217,Transactions
225,191,317,211,"$50,000.34"
459,203,515,217,Income
537,201,589,219,Budget
610,200,677,220,Expenses
929,205,959,217,TSLA
1083,203,1123,217,$3300
1018,212,1040,220,+33%
930,222,956,230,Tesla
1084,221,1123,233,-$22.09
443,229,489,245,$5000
57,247,139,265,Payments
443,257,489,273,$4000
929,253,967,267,AMZN
1018,260,1040,268,+33%
1083,251,1123,265,$3300
225,261,287,281,Budget
350,266,388,274,this week
930,270,970,278,Amazon
1084,269,1125,281,+$22.09
57,293,113,309,Stocks
224,282,312,306,"$32,400.16"
443,287,489,303,$3000
929,301,959,315,APPL
1083,299,1123,315,$3300
1018,308,1040,316,+33%
443,315,487,331,$2000
929,317,977,331,Apple Inc
1084,318,1122,326,-$22.09
57,341,123,361,Savings
443,345,485,361,$1000
929,349,951,363,DIS
1083,349,1123,363,$3300
227,357,301,373,Expenses
354,360,388,368,this week
1018,358,1040,366,+33%
929,367,989,379,Walt Disney
1084,367,1123,379,-$22.09
225,377,313,397,"$41,000.34"
59,387,99,403,Goal
503,397,533,411,Sun
555,397,587,411,Mon
609,397,637,411,Tue
659,395,693,411,Wed
715,395,743,411,Thu
763,395,787,411,Fri
809,395,835,411,Sat
1083,397,1123,411,$3300
1017,405,1043,417,+33%
929,397,947,411,BA
929,415,967,429,Boeing
1084,415,1123,427,-$22.09
53,429,124,455,Support
929,447,961,459,NFLX
1083,445,1123,459,$3300
1018,456,1040,462,+33%
228,450,366,476,Target Savings
559,449,724,475,Expenses Analysis
780,458,824,466,this week
929,463,963,475,Netflix
1084,464,1122,472,-$22.09
228,480,320,504,"$12,200.17"
577,481,635,495,Transfers
661,481,713,495,$1832.10
577,501,637,515,Groceries
657,501,713,515,$1400.23
929,495,957,509,NIKE
1018,504,1040,510,+33%
1083,495,1123,509,$3300
435,503,481,523,71.5%
929,511,973,523,"Nike, Inc"
1084,512,1122,520,-$22.09
53,512,126,538,Settings
229,517,404,553,Save with discipline towards a specific target
577,521,609,535,Food
659,519,713,535,$1380.07
765,519,819,533,$5114.20
577,541,637,555,Transport
663,539,713,553,$290.70
929,543,963,557,SBUX
1083,543,1123,557,$3300
1018,552,1040,560,+33%
577,559,619,573,Others
673,559,713,573,$211.10
929,559,981,573,Starbucks
1084,559,1125,573,+$22.09
54,562,122,586,Log Out
233,611,417,631,Recent Transactions
780,618,824,626,this week
891,611,945,631,Goals
1068,618,1104,626,add goal
929,645,969,659,House
1021,643,1123,659,"$33,000/$57,000"
299,655,419,673,Olayemi Oyewole
447,655,529,669,"Oct 10,2022"
557,655,621,669,02:39 AM
647,655,707,669,Transfer
735,653,800,669,+$550.00
929,687,955,701,Trip
1021,685,1125,701,"$33,000/$57,000"
299,701,393,717,O1 Supermart
447,699,533,715,"Oct 09,2022"
555,699,615,715,05:21 PM
646,699,705,717,Grocery
735,699,800,715,+$550.00
929,729,955,741,Flex
1021,727,1123,743,"$33,000/$57,000"
297,745,397,761,Becca Daniels
447,745,533,761,"Oct 05, 2022"
555,745,611,761,10:21 PM
647,745,705,761,Transfer
735,745,800,761,+$550.00
929,771,955,783,Car
1021,769,1123,785,"$33,000/$57,000"
297,791,381,805,Tunde Seun
447,791,533,807,"Oct 05,2022"
557,791,621,805,08:42 AM
649,791,685,805,Food
735,789,800,805,+$550.00
65,809,153,829,Dark Mode
