xmin,ymin,xmax,ymax,txt
70,44,186,70,isomorphic
313,51,421,65,ICO Token Price:
521,51,621,67,+20% Buy Now
659,50,815,68,2 Copy Wallet address
885,51,969,65,Created New
1090,122,1162,146,Activity
1210,127,1369,147,Blockchain Events
69,139,135,153,Dashboard
333,139,435,158,Balance History
686,146,722,154,Income
756,144,799,158,Expense
69,199,117,213,Wallets
331,195,355,209,20k
1117,229,1211,243,Sent Ethereum
1307,227,1375,243,12.34 ETH
1128,250,1200,258,Etharaum Addrage
69,259,121,273,Markets
331,295,355,307,T0K
1117,289,1227,303,Received Monero
1303,289,1375,303,12.34 XMR
1116,310,1158,318,Veing 'ige
69,321,147,335,Transactions
1117,349,1219,365,Received Ripple
1307,347,1375,363,12.34 BTC
1114,367,1149,381,Fendirg
69,381,131,395,Buy & Sell
1117,407,1211,421,Sent Ethereum
1307,407,1375,421,12.34 USD
493,417,515,429,Feb
873,417,899,431,May
1128,430,1200,438,Etharaum Addrage
69,441,101,455,Send
113,441,165,455,Request
1115,467,1211,481,Sent Ethereum
1307,467,1375,481,12.34 ETH
1128,490,1200,498,Etharaum Addrage
313,501,490,521,Recent Transactions
874,508,908,516,Raobye
962,508,998,516,Juliz
1115,553,1139,565,3136
1175,553,1197,565,1286
513,563,625,577,Refund ICO Tocken
19,575,129,589,Blockchain Events
186,578,222,586,M: 2019
339,573,421,585,"I,00 PM 28/2/18"
775,573,815,585,100ETh
841,573,887,585,Free-0.0
930,576,966,584,Accedt
511,583,721,597,ICs4wu6puSqCZZSbSLNVzGyExSNGuzbg9t
513,627,625,643,Refund ICO Tocken
339,637,421,651,#00 PM 28/2/18
775,637,815,651,100ETH
841,639,885,651,'Free -0.0
928,640,962,648,Cancie
511,649,721,663,ICs4wu6puSqCZZSbSLNVzGyExSNGuzbg9t
1117,646,1239,664,Token sale Progress
511,693,625,709,Refund ICO Tocken
842,704,864,712,Fre e
339,703,421,715,"I,00 PM 28/2/18"
775,703,815,715,100ETh
927,703,969,717,Pending
510,711,719,727,1Cs4wu6puSqCZZSbSLNVzGyExSNGuzbg9t
513,759,625,773,Refund ICO Tocken
1119,759,1225,773,Distributed 125 ICO
1317,761,1387,775,Buy  180 ICO
18,772,60,780,Ucioning
339,767,421,781,#00 PM 28/2/18
775,767,815,781,100ETH
841,767,887,781,Free-0.0
928,768,967,781,Accept
511,779,721,793,1Cs4wu6puSqCZZSbSLNVzGyExSNuzbg9t
56,808,100,816,37cEvn:
176,814,208,822,12; Cep' |
56,822,94,830,T7k 2c12
57,865,119,877,ampCain (THC)
176,874,208,882,12; Cep' |
55,881,97,893,TJuly ZJt3
1233,684,1259,701,702
