xmin,ymin,xmax,ymax,txt
246,32,372,62,"Hi, Pranto"
793,39,841,53,Search
261,106,416,133,Expenses Tracking
463,115,503,129,Week
609,123,767,141,Recent Transaction
833,123,879,137,See all
950,114,1034,138,My Cards
58,132,160,156,Dashboard
263,151,291,165,800
671,177,747,197,KFC Food
969,179,1017,193,Balance
1159,179,1195,193,Debit
59,191,109,211,Cards
265,193,293,207,600
818,189,877,207,-$44.00
966,192,1044,216,$7563.10
671,203,739,219,1 hour ago
263,235,293,249,400
59,239,171,259,Fund Transfer
673,245,739,263,Walmart
818,253,883,271,-$140.00
969,255,1129,275,**** **** **** 2311
671,267,739,283,1 hour ago
263,277,291,293,200
59,291,101,307,Loan
969,293,1029,309,PRANTO
671,307,737,327,CitiBank
818,319,877,337,-$44.00
57,330,148,360,Benificiary
671,331,737,347,Yesterday
1029,349,1141,367,CitiBank Card
61,387,125,405,Reports
54,426,121,457,Setting
262,430,406,454,Account Statistic
571,437,629,453,Income
661,437,729,453,Expenses
821,437,855,451,2021
949,429,1073,449,Quick Transfer
1034,554,1143,574,Rayna Siphron
1037,577,1139,591,Insurance Officer
971,618,1123,638,Write Short Description
56,634,164,660,Need Help?
79,680,145,700,Live Chat
317,687,345,703,Jan
417,687,443,701,Feb
515,687,545,701,Mar
617,687,645,703,Apr
715,687,747,703,May
819,687,845,701,Jun
974,686,1029,703,Amount
1137,687,1175,703,Send
