xmin,ymin,xmax,ymax,txt
216,58,290,66,Current Balance
391,57,469,69,Current Balance
567,57,643,69,Current Balance
757,57,831,71,Investments
938,60,1016,68,"FEB 07, 2022 4:00 PM ET"
215,71,283,85,28950 CZK
391,71,449,85,1349 EUR
567,71,629,85,12138 USD
758,78,786,86,SYMBOL
812,78,834,86,NAME
864,78,886,86,LAST
920,78,948,86,CHANGE
970,78,1012,86,PERCENTAGE
215,101,311,113,1865 **** **** 7459
391,101,483,113,1853 **** **** 9152
567,101,661,115,1896 **** **** 0703
773,97,788,107,FB
812,95,858,111,"Meta Platforms, Inc."
867,97,909,109,$224.91
919,97,949,109,-12.18
969,95,1005,109,-5.14%
215,119,243,133,09/23
317,119,349,133,VISA
392,120,416,128,07/24
491,119,523,133,VISA
567,119,591,133,12/25
667,119,699,133,VISA
773,119,801,131,TSLA
812,122,844,128,"Tesla, Inc."
867,119,909,133,$907.34
919,119,949,133,-15.98
969,119,1003,133,-1.73%
811,137,856,155,"Amazon.com, Inc."
773,141,807,155,AMZN
867,141,909,155,$3158.71
919,141,949,155,+5.92
971,141,1007,155,+0.19%
49,149,81,163,Profile
773,163,803,177,AAPL
812,166,844,174,"Apple, Inc."
867,163,907,177,$171.66
919,165,945,177,-0.73
971,163,1007,177,-0.42%
49,179,103,193,Dashboard
812,184,860,210,"Advance Micro Devices, Inc."
215,187,333,221,Active holidays without any worries
501,195,559,209,Payments
773,191,801,203,AMD
867,191,909,205,$123.67
919,191,949,205,+0.07
971,191,1011,205,+0.06%
49,211,97,223,Payments
812,218,852,235,"Codex DNA, Inc."
216,226,368,234,Insurance with a payment of up to 1 million CZK
774,222,802,230,DNAY
867,221,899,235,$8.96
919,221,947,235,+1.35
969,221,1013,235,+17.74%
50,242,106,250,Investments
774,244,804,255,QNST
812,246,862,254,"QuinStreet, Inc."
867,243,903,257,$11.39
919,243,945,257,-4.18
969,243,1011,257,-26.85%
504,262,540,282,Between accounts
557,261,593,285,Manual transfer
609,261,643,285,SWIFT transfer
659,262,699,285,Taxes and fines
812,264,857,290,"Gracell Biotechnologies, Inc."
48,270,141,285,Transaction history
217,271,351,303,Cashback for purchases up to 20%
773,271,801,283,GRCL
867,271,901,283,$409
919,271,949,285,+1.04
969,271,1007,283,+34.1%
500,302,568,310,See all payments
758,300,836,308,See all investments
47,303,91,317,Support
217,308,336,316,No bonus points. No scam. Just a cash.
49,365,87,379,Log out
217,373,273,389,Cash flow
571,377,629,389,Monthly view
757,372,869,391,Transaction history
561,401,615,413,November
639,401,703,415,4711.30 CZK
758,422,816,430,"Today, February 7"
588,426,626,434,Incoming
643,425,701,437,27 821.0O CZK
785,435,923,446,Commission for the Bank Scrvices
982,435,1016,446,-15 CZK
785,448,838,454,Other expenses
588,454,626,462,Outgoing
657,451,703,465,-23109.70 CZK
785,461,835,475,Costa Coffee
982,464,1016,472,364 CZK
785,476,858,482,Cafes and restaurants
561,481,615,495,Categories
758,496,820,502,"December 18, 21"
587,505,611,517,Rent
629,505,691,517,16000.00 CZK
785,507,827,519,Cashback
983,507,1019,519,+26 CZK
786,520,834,526,Bank cashback
587,531,611,544,Food
635,531,691,544,5821.00 CZK
758,543,817,557,See all history
49,331,89,347,Settings
