xmin,ymin,xmax,ymax,txt
96,28,172,54,MoniFi
246,24,404,56,Dashboard
613,33,765,49,"30th December, 2022"
843,35,909,49,Search
334,130,474,154,Wallet Balance
690,132,846,158,Savings Balance
887,135,1003,153,Earn up to 10% P/A
281,177,414,225,"$5,000"
641,177,798,225,"$1,100 + 10%"
1071,209,1189,225,Payment Methods
1070,229,1189,301,Add/Remove payment methods for deposit & withdrawals
43,244,169,281,"Welcome back, Adam Johnson"
287,279,335,293,In Flow
525,279,581,293,Out Flow
649,277,725,293,Total Saved
915,279,1013,293,Interest earned
289,297,333,313,"$7,000"
523,297,569,313,"$2,000"
649,295,693,311,"$1,000"
915,295,947,309,$100
83,345,167,361,Dashboard
320,372,394,398,Deposit
725,373,775,393,Send
1109,373,1183,393,Receive
83,395,131,411,Profile
83,435,179,451,Transactions
83,475,143,493,Support
247,481,427,501,Recent Transactions
693,483,753,501,View all
826,473,1027,509,Monthly Expenses
1119,481,1189,501,All Date
82,512,145,533,Settings
309,543,421,563,TV subscription
523,545,613,561,"Nov 24,2022"
715,545,745,561,$20
82,551,145,571,Security
927,593,1013,611,Total Spent
311,613,381,631,Electricity
523,611,613,629,"Nov 20, 2022"
715,611,745,629,$20
947,613,993,629,$1000
308,669,377,709,Airtime recharge
523,677,613,697,"Nov 24, 2022"
715,681,743,695,$20
1041,713,1201,729,Airtime/Data Subscription
827,729,855,745,31%
1041,729,1069,745,22%
308,737,399,777,Internet subscription
523,745,613,763,"Nov 24, 2022"
715,747,745,763,$20
827,761,879,775,Internet
1041,761,1105,777,Electricity
827,777,857,793,23%
1041,779,1067,793,18%
307,802,389,843,Transfer to Lizzy
829,809,889,825,Transfer
523,815,613,831,"Nov 24,2022"
715,815,745,831,$20
829,829,857,843,26%
97,835,149,853,Logout
