xmin,ymin,xmax,ymax,txt
90,52,176,78,Duitman
289,49,467,85,Dashboard
1035,59,1085,73,Search
1001,121,1074,152,Goals
315,149,417,165,Total Revenue
659,149,769,167,Total Expenses
81,173,159,189,Dashboard
313,187,488,218,$8.675.00 +36%
657,187,828,218,$1.220.00 -10%
1000,186,1178,212,Trip to Switzerland
1248,186,1384,210,S13200/s15000
315,237,395,253,This month
659,237,739,253,This month
81,253,171,269,Performance
1002,302,1122,330,New Laptop
1263,301,1381,325,S1800/54000
81,333,149,349,My Wallet
290,324,400,354,Analytics
659,331,723,347,Revenue
769,331,841,349,Expenses
873,333,923,349,Month
309,387,335,401,IOK
81,413,157,429,Document
1002,424,1102,456,My Card
81,493,141,511,Settings
1027,513,1073,533,VISA
1221,567,1277,581,7 6 0 2
1027,625,1131,639,Cardholder Name
1226,624,1267,642,Expiry
1027,649,1113,663,Emely Watson
1227,647,1301,663,06/12/2023
409,697,433,709,JJan
553,695,579,709,Feb
697,695,723,709,Mar
841,695,865,711,Apr
1003,715,1097,733,Card Number
1246,714,1325,734,Expire Date
288,752,516,778,Latest Transactions
1000,746,1188,770,6351212415237285 0
1245,747,1341,767,06/12/2023
291,807,413,821,Transaction Name
530,805,597,826,Category
715,807,751,821,Date
859,807,927,821,Ammount
1003,801,1037,817,CVC
1247,801,1293,817,Status
1245,831,1299,851,Virtual
287,839,428,865,Buying Baju Koko
529,841,595,861,Clothes
713,841,769,861,24 Apr
857,841,925,861,S44.00
290,889,446,915,Netflix Subscription
531,895,645,911,Entertainment
713,893,769,913,23 Apr
857,891,919,911,S12.00
1151,925,1267,945,Add New Card
101,947,133,963,Out
289,943,437,963,Indinet Internet Bill
531,945,595,963,Internet
712,942,770,966,22 Apr
857,943,923,963,524.00
71,945,99,966,Log
