xmin,ymin,xmax,ymax,txt
79,45,159,65,Finarium
306,34,520,78,Dashboard
784,53,1003,73,Showing for: 21Oct - 28Oct 2020
89,129,167,145,Dashboard
1090,118,1188,145,Your cards
355,173,443,193,Send money
532,174,616,188,Statements
727,175,775,193,Top up
909,175,947,189,More
89,189,181,205,Transactions
1327,195,1373,213,Debit
89,253,133,269,Cards
703,265,792,293,Expenses
1125,244,1265,300,"$6,520"
418,299,540,324,Total balance
88,316,147,336,Reports
1171,323,1209,343,3917
1323,323,1371,341,04/24
89,377,155,393,Calendar
376,343,582,418,"$12,319"
797,379,891,417,"$1,376"
813,419,881,435,House rent
89,437,151,455,Settings
465,447,509,465,3.27%
1091,443,1181,463,Receivers
89,497,127,513,Chat
337,583,540,608,Transactions Overview
829,591,885,609,Savings
917,591,985,607,Expenses
1092,590,1228,614,Recent Activity
675,645,713,665,$198
1162,640,1200,664,Lyft
1349,655,1405,675,$12.45
675,675,715,695,$376
1165,671,1247,687,28Oct 2020
1163,721,1245,741,Nike store
54,732,202,808,Check all premium benefits for free right now!
1347,735,1405,755,$74.99
339,753,373,769,5200
1163,749,1247,767,28Oct 2020
1161,799,1224,825,Google
1355,815,1405,835,$5.99
1163,829,1247,847,28Oct 2020
421,889,461,903,21 Oct
503,889,545,903,22 Oct
585,889,627,903,23 Oct
669,889,709,903,24 Oct
751,889,793,903,25 Oct
833,889,877,903,26 Oct
919,889,959,905,27 Oct
1163,883,1199,903,Lyft
1355,895,1405,915,$4.50
1165,909,1247,927,27Oct 2020
