xmin,ymin,xmax,ymax,txt
52,38,121,69,Shops
279,41,371,61,Dashboard
721,45,761,59,Scarch
25,123,65,139,MENU
331,135,397,149,Total Orders
519,135,577,149,Totalsales
691,135,777,149,Orders Revenue
887,135,953,149,Totol Vicior
1044,137,1186,162,Sales by Country
323,157,401,177,"12,950.00"
509,157,585,177,"58,490,99"
687,157,779,177,"5891,500.49"
879,157,959,177,"20,550,00"
63,179,133,193,Dashboard
63,231,109,247,Orders
347,273,379,287,100%
535,273,563,287,8036 
717,273,751,287,100%
907,273,933,287,753
63,285,121,301,Products
24,336,48,360,il
63,339,155,355,Sales Analytics
1047,335,1109,349,Reputation
302,352,418,376,Product Sales
305,391,333,405,700 *
1099,383,1163,399,Start Selle
1299,385,1329,399,7590
27,389,45,413,8
62,392,157,410,Customer Care
305,421,333,433,600 4
25,449,87,465,BUSINESS
305,449,333,463,500 4
305,479,333,491,400 <
1101,477,1167,493,Total Sales
1299,477,1329,491,9290
63,505,125,521,Shipment
305,509,333,521,JOC <
305,537,333,551,2004
24,552,50,578,9
63,559,125,575,Emplovee
306,568,328,576,Joor
1101,569,1177,585,Total Orders
1299,569,1329,585,58%0
351,615,375,627,Jan
405,613,427,627,Feb
459,613,483,627,Mar
513,613,537,627,Apr
567,613,593,627,May
625,613,647,627,Jun
783,613,807,627,Sep
839,613,863,627,Oct
893,613,917,627,Nov
949,613,973,627,Dec
302,698,448,722,Popular Products
1051,703,1117,717,0700 / 100rd
1050,726,1195,743,Average Deal Won Amount
305,741,461,755,Products Picture € Name
531,741,569,755,Sales
650,738,697,759,Pricing
781,739,861,755,Stock Status
933,741,977,757,Action
1048,752,1158,780,"S5,743.90"
361,787,477,801,i Phone 13 Pro Max
797,787,847,801,Available
649,797,701,811,51200.99
363,809,429,821,45456726040
799,807,845,819,77k Wev
69,829,173,847,PRO Features
55,857,187,873,Upgrade To Pro For More
361,849,477,865,i Phone 13 Pro Max
649,859,697,873,5200.49
791,851,853,865,Unavailable
1045,859,1111,873,7590 / 10090
95,875,145,889,Features:
363,871,429,885,45456726040
799,869,845,883,22k Views
1046,882,1203,899,Average Days to Win Amount
71,913,171,931,Get Pro Now @
361,913,477,929,iPhone 13 Pro Max
649,923,697,937,"5500,69"
797,915,847,929,Ava lable
1044,908,1152,936,"S2,943.99"
363,935,429,949,05456726040
799,933,845,947,22k Vieves
727,611,749,629,Aug
