xmin,ymin,xmax,ymax,txt
74,5,123,33,Eazy
261,23,359,43,"Hello, Sandra"
501,25,545,41,Search
883,25,971,39,Today 05 Jan 22
74,36,164,68,Wallet
229,97,281,111,Statistics
409,101,457,113,Last Week
497,97,549,111,Activities
649,99,689,111,Payment
710,96,747,110,Transfer
776,100,820,108,Last week
869,93,953,114,Your Cards
50,100,134,128,Dashboard
888,150,956,158,Current Balance
50,163,149,181,Transactions
885,163,973,183,"$5,750,20"
393,179,431,191,Balance
259,189,325,209,$156883
391,197,433,209,Payment
51,207,101,225,Wallet
274,216,310,224,Balance
388,211,433,225,Transfers
888,218,980,226,5282 3456 7890 1289
1016,218,1042,226,09/25
395,231,433,245,Savings
51,251,121,271,Analytics
871,283,957,301,Recent Bills
49,291,120,317,Payment
871,307,993,323,Today 05 Januaty 2022
271,319,341,335,Transfer via
431,319,483,335,Transfer
591,319,643,335,Transfer
749,319,813,335,Trasfer via
271,339,347,353,Card number
431,339,501,353,other Banks
591,339,659,353,Same Bank
749,337,819,355,mobile App
870,338,925,355,Electricity
1007,341,1063,357,$ 325.45
271,357,317,375,$ 1500
431,357,469,375,$ 500
591,359,631,375,$ 750
749,359,793,375,$1250
868,370,949,389,Transportation
1007,373,1063,389,$ 225.25
869,405,915,419,Internet
1007,403,1063,419,$ 165.15
276,421,447,442,Progress of financial goals
647,423,731,439,My Cashflow
50,444,106,468,Setting
551,447,591,461,Earned
229,471,299,485,Trip to Dubai
373,471,435,485,New Phone
551,485,585,499,Spent
47,489,107,509,Log out
261,495,327,507,$ 2500 of $3500
409,495,475,507,$ 1200 of $2500
264,508,306,516,25 days left
412,508,452,516,40 days left
229,553,277,567,New Car
373,553,443,567,Trip to Africa
549,561,651,577,Track expenses
907,563,1049,591,You can download monthly Financial Statements
261,577,337,589,$14000 of $35500
407,577,475,589,$ 4000 of $10500
264,590,310,598,3 months left
408,590,456,598,6 months left
561,591,607,603,Income
75,605,165,621,Switch to dark
561,609,597,625,Spent
945,621,1007,635,Download
271,639,391,655,Create a financial goal
643,647,819,659,Mon Tue Wed Thur Fri Sat Sun
