xmin,ymin,xmax,ymax,txt
1315,25,1407,41,Robart Smith
96,30,202,56,Finanxel
1315,43,1403,55,smthoeonail com
326,109,648,140,Enjoy deals with your credit card
1103,113,1211,133,Balance Sheet
328,142,584,170,locally and internationally
91,167,165,183,Dashboard
1163,173,1229,187,Tolal Income
1335,175,1415,187,Cutrene Balance
1161,191,1225,211,"S18,587"
1333,191,1397,211,"S18,587"
351,203,419,217,Get Started
91,221,149,237,Account
1163,269,1239,285,Totol Expenses
1335,269,1395,283,Total Invest
91,275,171,291,Transaction
1161,287,1225,307,"S18,587"
1333,287,1397,307,"S18,587"
315,317,525,335,Income € Expense Statistics
679,317,721,333,Weekly
827,313,989,331,Transaction Summary
89,325,157,345,My Wallet
317,365,339,377,50k
1100,366,1192,390,My Wallets
90,380,151,400,Payment
873,395,903,407,a
929,397,967,409,66.758
315,403,339,415,40k
866,420,896,428,ulgus
89,435,171,451,Notification
315,441,339,455,20k
901,443,939,455,3550k
1123,433,1225,453,all Finanxel
317,479,339,493,T0k
841,499,895,513,Shopping
939,499,989,513,Pavment
841,523,871,537,Food
939,523,1011,535,Mobile W allct
1134,520,1190,544,4552
1204,520,1260,544,2541
1274,520,1400,544,3541   5874
355,539,377,551,Sal
417,539,439,551,Sun
477,539,503,551,Kon
541,539,563,551,Tuc
601,539,627,551,Wed
665,539,687,551,Fhu
841,545,881,559,Oiners
1125,579,1217,595,Ralph Edwards
325,623,467,641,Recent Transaction
929,623,971,637,Recent
1101,643,1246,668,Upcoming Payment
323,681,357,693,Users
491,681,519,693,Date
587,681,617,693,Time
685,681,713,695,Type
783,681,827,693,Amount
895,681,933,693,Status
46,704,182,730,Upgrade to Prol
1167,705,1277,719,Spotily Subscribtion
1373,709,1411,727,S196
355,723,425,737,Albert Flores
489,723,547,737,Juli 2015
587,723,635,737,10 32 pm
684,722,737,740,Snopping
781,723,827,737,S583.00
913,723,953,737,Overdue
1167,723,1249,735,121n7022 8 Spt
48,742,173,762,Upgrade your account
49,762,171,780,pro and enjoyspeacial
355,771,425,785,Guy Hawkins
491,771,557,785,"pcc 18,2020"
587,771,639,787,05 36 pm
685,771,733,785,Payment
781,771,827,785,S583.85
913,771,937,783,Pald
1165,765,1275,779,Lorcm Ipsum Nct ilI
1375,771,1411,789,S274
49,783,101,797,features:
1167,783,1251,797,121n2022 8 Spt
355,819,443,833,Leslic Alexander
491,819,553,833,"Apr 09,,2011"
587,819,639,835,08 20 pM
684,818,737,836,Shopping
781,819,827,833,S583.25
912,818,949,831,Pendian
65,827,117,843,Upgrade
1167,827,1273,841,Over Thriller Bua bilI
1373,833,1411,849,S738
1166,846,1248,854,12m2022 B *dot
355,867,435,881,Dlanne Russcll
489,867,555,881,Nov 162016
587,867,635,881,04.15 am
685,867,723,881,BIPay
781,867,827,881,"S583.,35"
1165,887,1267,901,Extended Panir Bill
1371,891,1411,911,S883
1167,905,1251,919,12 An 2022 8 30pm
