xmin,ymin,xmax,ymax,txt
316,13,450,57,"Hi Barly Vallendito, Wecome back!"
28,24,128,48,STOCKUP
971,31,1071,45,Search all assets
99,117,181,131,Quick Invest
341,139,419,155,Your Assets
773,139,801,153,24h
879,139,965,153,Tradable assets
1129,136,1157,157,Buy
1299,136,1329,157,Sell
29,183,97,195,MAIN MENU
347,189,417,205,Coin Name
593,189,677,205,Total Balance
747,189,811,205,Total Coin
887,189,931,205,Action
1103,213,1163,227,Coin Name
65,221,107,235,Home
1135,239,1213,255,Bitcoin BTC
385,247,475,265,Bitcoin BTC
591,247,673,265,$56.962.96
747,249,827,265,1.73563214
907,251,961,265,Buy/Sell
66,267,129,287,Exchange
1101,299,1181,313,Amount (USD)
387,307,495,325,Ethereum ETH
593,307,671,323,$20.249.32
747,307,829,323,9.53707651
907,307,961,323,Buy/Sell
1323,313,1357,329,USD
67,319,127,333,Portfolios
1103,321,1173,339,$5.696.24
67,367,115,383,Wallets
387,365,521,383,Binance Coin BNB
591,363,669,381,$14.499.16
747,365,837,381,46.86120297
907,367,961,381,Buy/Sell
1101,383,1179,397,Amount (BTC)
1323,397,1357,415,BTC
1103,407,1181,423,0.17321536
67,417,165,431,Market & Prices
387,423,479,441,Tether USDT
593,421,669,439,$12.259.23
747,423,835,439,39.62145577
907,423,961,439,Buy/Sell
67,465,125,481,Activities
1201,471,1257,489,Buy BTC
387,481,485,499,Cardona ADA
593,481,657,497,$1.207.76
747,481,841,497,907.71229207
907,481,961,497,Buy/Sell
29,537,85,551,SUPPORT
67,583,141,599,Community
343,593,439,609,Recent Activity
625,595,669,609,Recent
743,595,783,609,See all
903,594,1041,611,Cryptocurrency Chart
1201,595,1229,609,24h
1305,595,1345,609,Bitcoin
65,633,163,649,Help & Support
343,663,371,699,JUL 12
448,660,613,703,Bought Bitcoin Using Visa credit ****9256
689,661,815,677,+0.03038000 BTC
897,667,931,681,538k
66,680,121,699,Settings
736,684,815,704,"+1,000 USD"
897,727,929,741,536k
343,737,371,773,JUL 11
449,735,559,775,Sent Bitcoin To Bitcoin address
693,735,815,751,-0.01517500 BTC
749,759,815,775,-500 USD
1199,755,1327,771,"July 12th, 2021 at6:12 AM"
897,787,929,801,534k
1197,781,1281,801,"$34,522.33"
343,811,371,847,JUL 10
449,809,613,851,Bought Bitcoin Using Visa credit ****8878
718,809,814,825,+0.04028000
734,831,815,852,"+2,000 USD"
899,847,929,861,632k
343,885,371,921,JUL 09
449,883,559,923,Sent Bitcoin To Bitcoin address
697,881,815,899,-0.01217500 BTC
747,907,815,923,-920 USD
897,907,931,921,530k
927,941,961,955,12:00
1007,941,1041,955,15:00
1091,941,1125,955,18:00
1175,941,1209,955,21:00
1259,941,1295,955,06:00
1341,941,1377,955,09:00
85,961,183,977,Barly Vallendito
343,959,371,973,JUL
449,957,543,975,Bought Bitcoin
719,957,815,973,+0.03038000
83,981,209,995,barly@dipainhouse com
