xmin,ymin,xmax,ymax,txt
30,28,145,54,NetWorth
222,28,358,54,Dashboard
701,33,725,45,Tnis
811,33,837,45,USD
909,33,987,47,Add transaction
1027,33,1065,47,Search
53,95,87,109,Home
239,97,321,113,Total assets
415,97,533,113,Asset breakdown
767,97,807,113,News
1031,97,1083,113,Tickers
53,131,113,145,Dashboard
236,122,338,154,"S10,512"
425,127,451,141,USD
467,127,489,141,GEL
505,127,533,141,AMD
549,127,581,141,ROSN
597,127,629,141,GAZP
643,127,669,141,BTC
683,127,709,141,ETH
765,125,959,139,US Sullivan Bank Partners with Bakkt
1037,135,1065,147,USD
425,141,447,153,LTC
463,141,491,153,XMR
505,141,531,153,TRX
545,141,577,153,CASH
765,139,943,153,"to Enable BTC, ETH Support, SCB"
237,157,355,173,"S9,123 available (91%)"
764,150,931,167,"Scraps Bitkub Acquisition Plans,"
1037,153,1139,167,"22,052 /715,21%"
53,167,93,181,Assets
415,159,495,179,By platform
767,165,855,179,Takes 70% Stake
867,164,957,178,Anime Metaverse
765,183,837,197,Bitcoin News
853,183,903,195,nours ago
239,191,293,205,"48,2580"
425,191,451,205,TBC
465,193,529,205,Investmenis
545,193,587,205,Binance
1039,197,1067,211,AMD
33,205,91,219,4 Import
765,205,957,219,Crypto Derivatives Industry 'Expects'
765,219,951,233,"Severe Regulation, Bitcoins Price t0"
1037,215,1133,231,"0,0025 ^0,152"
765,231,803,245,Return
817,231,913,245,USD 65K - Report
53,241,81,255,Bots
238,246,299,264,Revenue
321,247,345,261,USD
359,247,383,261,RUB
397,247,423,261,AMD
659,247,707,261,This year
765,249,837,263,Bitcoin Ncws
853,251,905,263,hours ago
1037,261,1073,275,ROSN
53,277,95,291,History
237,275,265,289,S11k
765,271,955,285,Rootstock NFTs will Enable WakeUp
765,285,943,299,Labs and Kilimo To Achieve Water
1039,281,1121,295,"41,94 `2,6%"
237,293,267,307,S10k
765,297,941,311,Neutrality For Farmers Worldwide
29,313,89,331,00 Offers
237,313,261,325,S9k
765,315,835,331,Industry Talk
853,317,903,329,hours ago
1037,325,1065,339,BTC
237,331,261,345,S8k
595,333,635,345,"57,245"
765,339,967,353,Bitcoin and Ethereum Struggle To Gain
1037,343,1131,357,"21641 /71,287"
53,351,137,365,Exchange rates
237,351,261,363,STk
764,350,941,365,"Momentum, DOGE ad SHIB Rally"
237,369,261,383,S6k
765,369,837,383,Bitcoin News
883,371,905,383,4go
53,387,107,401,Portfolios
237,389,261,401,Ssk
765,390,975,408,US Crypto Ownership Rises This Year to
1037,389,1065,403,ETH
237,407,261,421,S4k
765,404,961,419,"13%, 'Consumers Were Hoping to Buy"
1045,407,1139,421,"705,01 ~0,318"
765,417,855,431,"the Dip"" - Survey"
31,423,87,437,(i) News
237,427,261,439,S3k
765,435,837,449,Bitcoin News
843,435,911,449,20 hours ago
237,445,261,459,S2k
1039,453,1065,465,DOT
765,457,895,471,Bitcoin Price Rally Failed
907,459,947,471,Attract
237,465,261,477,S1k
765,471,965,485,"Active Users, Exchange Flows Reveals"
1037,471,1115,485,"7,66 /70,8%"
237,483,261,497,Sok
765,483,873,497,"""Lackluster' Demand"
891,485,939,497,assnode
52,496,99,513,Settings
765,503,837,515,Altcoin News
851,503,895,515,day ag0
267,509,295,523,Sept
311,509,333,523,Oct
391,509,413,523,Dec
469,509,491,521,Feb
509,509,531,521,Mar
549,509,575,523,April
591,509,615,523,May
1039,517,1065,529,ADA
1157,517,1183,529,TRX
31,535,97,549,L Log out
1037,535,1119,549,"0,47 /7 2,987"
1157,535,1243,549,"0,065 `~0,87%"
239,563,371,583,Transaction history
767,565,799,581,Bots
1037,579,1067,593,SHIB
1157,579,1191,593,USDT
237,595,265,609,Date
329,595,357,609,Type
381,595,411,609,From
458,598,500,606,Amount
644,598,684,606,Amount
766,598,796,606,Name
813,597,851,611,Margin
861,595,943,609,Position Match
1037,599,1129,613,"0,0001 `13,88"
1157,599,1233,613,"1,00 ^^0,019"
237,613,303,629,26 aug 18*07
381,615,431,627,Sberbank
457,613,485,627,S153
547,615,577,627,Cash
643,613,707,627,AMD 40 583
765,615,793,627,Siral
813,613,847,627,115.32
861,615,893,627,0.006
907,615,939,627,"20,06"
955,613,985,627,"15,32"
237,633,303,649,26 aug 17.37
381,633,409,647,Cash
457,633,523,647,AMD 37 834
546,632,613,647,Yerevan City
765,633,793,647,Strat
813,633,843,647,111.15
861,633,891,647,0.025
907,633,939,647,32.06
959,633,985,647,"6,28"
1037,643,1063,657,SOL
1157,643,1197,657,LUNA2
237,653,305,667,25 aug 14;02
381,653,431,667,Sberbank
457,653,485,667,S100
547,653,615,667,ArmeniaBank
643,653,707,667,AMD 32 000
765,653,849,667,Strat 12   100.28
861,653,893,667,0.039
907,653,939,667,26.52
1037,661,1113,675,"0,26 `~0,2%"
1157,661,1235,675,"1.79 /72,9990"
237,673,303,687,25 aug 11.46
381,673,431,687,Sberbank
457,673,485,685,S10o
547,673,615,687,ArmeniaBank
643,673,707,685,AMID 32 000
765,673,795,685,Stral=
813,673,849,685,161.34
861,673,891,685,0.067
907,673,939,685,24.95
955,673,985,685,14.67
77,687,137,701,Dark mode
722,35,758,44,month
932,153,974,164,Liquidx
853,368,881,381,houts
705,508,725,520,Au4
