xmin,ymin,xmax,ymax,txt
668,10,744,18,FuaInucnu Losinurtal
562,16,592,24,Counin
775,15,811,29,Log off
626,24,660,32,Lasojin
674,24,746,30,Senneenal
44,50,70,58,Monu
96,50,168,58,Urade dasnb daro
787,47,815,59,Tasks
22,77,172,104,Trade dashboard
727,85,803,97,Add newv widget
41,147,133,161,Import DC expiry
307,147,393,161,Import bills due
572,146,661,164,Buyer loans due
54,164,88,172,loculons
102,164,138,172,Jccoun
308,164,446,172,Nuluiplu Lucabune. Inullidle uccounts
574,164,712,172,Muluu o localions.mulliplu uccuunt
41,189,135,201,Toil; USD 999.999.999
146,190,218,198,Tanalcucn  2458
307,189,401,201,"Totil; USD 999.,999,999"
411,189,487,201,Trnsctans; 2458
573,189,669,201,"Total; USD 999,999.999"
680,190,750,198,Taanancilon 2459
325,209,431,221,Paat duo USD 999.999.999
444,210,516,218,Tanalcticn: 2458
41,231,103,243,Expires today
307,231,357,243,Due today
574,232,622,240,Dua todav
40,246,190,272,"USD 1,870,760"
306,246,482,270,"USD 235,800,000"
572,246,724,270,"USD 3,209,000"
41,271,109,283,15 transictions
308,272,376,280,15 !anaclions
575,271,643,283,15 Uransactions
42,320,110,328,CAIta  tOmo[or
168,320,234,328,Expinc Undnys
308,320,364,326,Dunttomomonn
434,320,488,328,LuanLdays
574,320,632,326,puanononot
702,320,754,328,JuclinLoly
41,331,105,345,"USD 809,000"
167,331,239,345,"USD 2,898,098"
307,331,391,345,"USD 999,999.999"
433,331,517,345,"USD 999,999.999"
605,331,647,345,"907,800"
699,331,777,345,"USD 15,967.700"
821,311,835,369,1
52,348,98,354,Wanaacicns
180,348,226,354,Tansactns
318,348,366,354,Crnsactons
446,348,492,354,Franacions
586,348,632,354,Franacions
712,348,758,354,Wanaacicns
41,395,169,409,Import DCs outstanding
190,396,259,409,Currency view
573,392,679,409,My Pending actions
42,410,180,418,Mulunt locmllanamhinlc ncccnb
574,410,618,418,Hano Konn
636,412,666,418,ccounE
42,444,84,452,Cuttency
172,444,210,452,Amount
326,446,382,452,Tcangacuoms
417,443,509,455,Equlvalent cutrency
245,465,285,479,"380,000"
459,465,521,479,"USD 495,672"
721,461,773,473,ImpotDC
734,478,780,484,nanclion
41,493,65,505,HKD
245,493,285,505,"380,000"
459,493,521,505,"USD 495,677"
617,493,645,513,60
722,514,774,522,mpon pills
41,519,63,531,INR
245,519,285,531,"380,000"
459,519,519,531,"USD 495,672"
616,518,646,526,pending
604,530,658,536,AinoicLna
734,528,780,534,Wanaacicns
41,545,63,557,SGD
245,547,285,559,"380,000"
459,545,521,559,"USD 495,672"
722,564,776,572,Buvedoani
41,573,65,585,USD
245,573,285,585,"380,000"
459,573,521,585,"USD 495,677"
734,578,782,586,bolsattion}
494,604,524,610,ctAl
56,666,112,674,Orko becuqity
156,666,206,674,HSBC Grobal
250,666,318,674,Custurnur GupLort
26,698,50,706,Trenf
60,698,124,706,Conmicns Olnsc
172,700,284,706,Hnmdaie croncan Erecm_nt
303,697,465,709,HSECnct canditian ol naticnal languap? Usc
487,697,561,709,PPIcpr160292379
730,700,814,708,OASBC Bon DG zol
143,696,171,708,Punae
