xmin,ymin,xmax,ymax,txt
1791,5,1831,17,27 Mar
9,11,31,27,Eile
49,13,97,27,Account
115,13,159,27,Reports
177,13,211,27,News
229,13,275,27,Eervices
291,13,321,27,Yiew
339,13,385,27,Settings
401,11,429,27,Help
1605,11,1659,25,One Click
1835,9,1915,29,20.03.37
15,45,83,59,NEW ORDER
393,45,443,59,"EURJUSD,"
1175,43,1253,57,"EURJUSD, M1S"
365,77,415,91,EURJUSD
479,77,507,91,Ticks
631,77,657,91,Line
980,70,1008,94,Fx _
1075,75,1113,89,MORE
1147,77,1199,91,EURJUSD
1275,77,1323,91,Minutes
1415,77,1453,91,Candle
1481,77,1503,91,Bid
1567,75,1589,91,7:
1806,70,1834,94,Fx _
1857,75,1895,89,MORE
41,85,121,105,EURIUSD
1085,103,1127,117,1.07930
817,109,859,123,1.07929
1673,109,1715,123,1.07948
43,115,137,131,Euro vs US Dollar
223,115,301,131,T 33.6 (0.3196)
133,137,171,153,0.9M
183,137,221,153,4.SM
1821,143,1853,155,11223
1865,143,1909,155,1.07902
89,153,115,169,.07
241,153,273,169,1.07
1085,181,1127,195,1.07920
58,170,134,224,90
167,189,189,203,0.3
214,170,294,226,"90,"
1877,215,1907,229,0780
73,237,123,251,Sell EUR
231,237,281,251,Buy EUR
1085,259,1127,271,1.07910
27,269,77,281,Amount:
97,269,127,281,units
269,269,299,283,1*000
1869,285,1907,299,1.0770
27,299,121,311,Show Conditions
285,299,329,311,Preview
1085,295,1127,309,"1,07905"
1085,319,1127,331,1.07902
51,341,85,353,UNITS
133,341,155,353,BID
207,341,233,353,ASK
277,339,313,353,UNITS
1085,335,1127,349,1.07900
1869,355,1907,369,1.0760
31,367,73,381,9o0000
139,367,179,381,1.07902
215,367,255,381,1.07905
281,367,331,381,4500000
7,371,83,411,E3o7o000
139,393,179,407,1.07901
215,393,255,407,1.07906
281,393,331,407,5*890*000
1085,413,1127,427,1.07890
31,421,81,435,3*450000
139,421,179,435,1.07900
215,421,255,435,1.07907
281,421,331,435,1*570000
1869,425,1907,439,1.0750
9,417,23,471,]
27,453,65,467,44.5M
135,453,227,467,1.07895 1.07912
297,455,333,467,55.SM
11,485,105,503,INSTRUMENTS (7)
183,487,235,501,HOTLISTS
1085,491,1127,505,1.07880
893,499,923,511,0.9M
933,499,963,513,4SM
1877,495,1907,509,0740
1171,511,1205,525,07373
17,519,101,531,AII Instruments
845,515,899,533,"1,07902"
917,517,939,531,0.3
961,515,1015,533,"1,07905"
27,549,67,563,TICKER
123,549,145,563,BID
181,549,205,563,ASK
1085,567,1127,581,1.07870
1869,565,1907,579,1.0730
21,575,71,589,EURJUSD
121,575,161,589,1.07902
179,575,219,589,1.07905
313,577,339,589,0.31
619,581,659,593,177868
21,603,73,617,GBPIUSD
121,603,161,617,1.22783
179,603,219,617,1.22795
313,603,337,617,0.41
1087,599,1123,613,F1.115
1871,605,1903,619,6.835
21,629,73,643,USDICHF
119,629,161,643,0.91625
177,629,219,643,0.91634
313,631,339,643,0.32
1101,635,1123,649,591
1871,631,1903,645,5.745
1875,645,1901,657,5.28
21,657,67,671,USDIJPY
121,657,161,671,131.625
179,657,219,671,131.623
313,657,337,671,0.71
1089,667,1125,679,11.425
1871,665,1903,679,4.504
21,683,71,697,XAUIUSD
113,683,161,697,1*954.665
171,683,219,697,1*954.965
255,685,281,697,30.0
295,683,339,697,1 -1.18
359,701,391,713,19.52
529,699,559,713,19.55
827,701,859,713,20.00
1143,701,1205,713,14.00 16.00
1269,701,1301,713,20.00
1341,701,1373,713,00.00
1437,701,1469,713,04.00
1533,701,1565,713,08.00
1631,701,1661,713,12.00
1727,701,1757,713,16.00
1821,701,1853,713,20.00
21,711,83,725,LIGHT.CMD
125,711,161,725,71.913
185,711,219,725,71.963
297,711,339,725,T 3.96
683,713,749,725,27 Mar 2023
1207,713,1273,725,24 Mar 2023
1565,713,1631,725,27 Mar 2023
21,737,85,751,USASOO.IDX
111,737,219,751,3*980.610   3*981.133
255,737,279,751,52.3
313,739,339,751,0.17
367,749,479,763,POSITION SUMMARY
569,749,631,763,POSITIONS
773,749,819,763,ORDERS
975,749,1035,763,MESSAGES
1177,749,1243,763,STRATEGIES
437,815,473,827,NAME
573,813,639,827,START DATE
731,813,787,827,END DATE
883,813,943,827,DURATION
993,813,1137,827,EXECUTION ENVIRONMENT
1197,815,1239,827,PRESET
1349,815,1391,827,STATUS
1491,813,1555,827,COMMENTS
1649,813,1703,827,STORAGE
1787,813,1869,827,AUTO LAUNCH
379,837,497,857,Y SMASmallExample
1037,841,1093,855,Local Run
1345,841,1393,857,Stopped
1659,841,1691,855,Local
379,865,497,883,% SMACrossExample
1037,869,1093,881,Local Run
1345,869,1393,883,Stopped
1660,870,1688,878,Local
379,893,519,911,7 BollingerBandExample
1037,895,1093,909,Local Run
1345,895,1393,911,Stopped
1659,895,1691,909,Local
398,920,497,937,SMASmallExample
1037,923,1093,935,Local Run
1345,923,1393,937,Stopped
1639,921,1711,935,Visual JForex
399,949,497,963,SMACrossExample
1037,949,1093,963,Local Run
1344,948,1393,966,Stopped
1639,949,1711,963,Visual JForex
398,974,519,992,BollingerBandExample
1037,977,1093,989,Local Run
1345,977,1393,991,Stopped
1639,975,1711,989,Visual JForex
5,997,141,1013,8 Equity: GBP 10000.00
167,997,311,1013,Free Margin: GBP 10000.00
337,999,461,1013,Used Margin: GBP 0.00
487,999,573,1011,ProfiuLoss: NIA
599,999,711,1013,Use Of Leverage:  036
1853,999,1909,1011,Detached:=
796,201,977,245,Aeet4H
