xmin,ymin,xmax,ymax,txt
108,28,230,54,Dashboard
139,117,269,131,AVAILABLE BALANCE
1059,125,1137,141,Vip Customer
565,143,645,159,Send Money
758,141,858,162,Request Money
135,147,331,185,"$300,021,00"
1049,155,1155,171,Jonathon Doe
1049,179,1137,193,UI/UX Designer
136,232,239,253,Saving Account
137,253,307,273,2021 3265 7788 2654
977,253,1029,273,Cards
1207,259,1251,273,See All
583,265,625,281,Topup
755,264,863,283,Add Saving Goal
995,317,1099,337,$12 250 00 US$
135,361,244,386,Transactions
671,369,731,383,Incoming
780,366,835,384,Outgoing
1147,371,1181,387,5221
1187,415,1233,429,01/2025
999,427,1117,443,LEE M CARDHOLDER
1200,434,1230,442,EXPIRES
1071,497,1159,511,Get more card
179,615,201,629,Jan
229,615,251,629,Feb
279,615,303,629,Mar
331,615,355,629,Apr
383,615,409,629,May
435,615,455,629,Jun
481,615,501,629,Jul
531,615,557,629,Aug
585,615,609,629,Sep
637,615,661,629,Oct
687,615,711,629,Nov
739,615,765,629,Dec
789,615,815,629,Jan
839,615,863,629,Feb
135,708,240,734,Saving Goal
537,709,702,735,Category of Income
555,775,615,807,10% From Shop
775,793,843,827,Tap to see Expenses
184,806,228,830,70%
375,809,415,829,60%
627,817,665,851,80% Salary
966,804,1216,856,Go Pro to Take Full Control of Your Money
705,875,741,907,7% Salary
578,883,603,908,3% Rent
1091,893,1137,907,Go Pro
162,906,249,925,Buying A Car
346,906,445,925,Buying A Home
