xmin,ymin,xmax,ymax,txt
1125,15,1207,35,Username
34,36,188,68,CardMania
1005,45,1077,61,Notification
661,118,729,137,Add Money
887,135,995,155,Card Balance
1016,128,1106,156,₹ 120.05
313,177,479,195,XXXX XXXX XXXX 1234
698,174,771,192,Freeze Card
66,198,130,222,Home
1139,201,1179,215,Refresh
575,211,601,225,Pay
887,209,1111,229,"Utilized Limit : ₹ 3000 / ₹ 10,000"
313,223,407,237,Tap To View Details
492,220,556,244,RuPay
654,224,717,248,Set Limits
66,258,160,278,Transaction
65,317,148,343,Payments
290,308,494,340,Recent Activity
650,341,854,370,Transaction Graph
953,335,1126,368,Category graph
294,356,355,384,Today
14,376,70,400,Extra
759,387,807,407,Week
1037,381,1083,401,Week
747,407,819,419,08/01 - Today
1029,403,1101,417,08/01 - Today
343,425,411,441,Amazon
541,427,579,443,-₹90
1129,431,1179,445,Shopping
66,440,136,464,Settings
341,441,413,455,Grocery
1129,451,1183,465,Education
1129,473,1189,487,Electronics
342,481,411,502,Amazon
539,485,581,503,+₹90
1129,495,1157,507,Food
219,503,245,515,New
340,498,413,515,Grocery
67,507,165,527,Refer & Earn
1129,515,1167,529,Others
341,539,411,559,Amazon
541,543,579,561,-₹90
341,559,413,573,Grocery
67,575,125,595,Logout
309,600,404,628,Yesterday
656,615,942,646,Transaction Summary
343,671,411,687,Amazon
541,671,579,689,-₹90
340,686,413,703,Grocery
828,710,898,740,₹ 300
952,710,1038,740,₹ 3000
1090,710,1154,740,₹ 120
341,727,411,747,Amazon
541,733,579,749,-₹90
341,747,413,761,Grocery
683,749,787,765,Total transaction
821,751,909,765,Money Earned
953,751,1037,765,Money Spend
1089,749,1161,765,Money Left
293,807,337,821,See all
105,817,163,831,Powered By
722,710,744,740,8
