xmin,ymin,xmax,ymax,txt
32,12,171,31,Money Dashboard
255,14,551,33,Dashboard [ Transactions   Buduets   Plannur   Morc
13,53,89,67,MvaccoUNTS
345,63,455,79,Cutgoings Dy qfoup
696,62,773,82,Outqoings by
11,83,59,97,Positl  @
175,83,235,99,"E6,100,49"
345,79,391,91,01Scptt
417,79,491,93,'J0 scptember
695,81,767,93,Lal 3 mocent
11,105,65,121,NegativO
183,105,235,121,E42500
681,117,709,129,Tsco
11,133,65,149,Ncttatal
175,135,235,149,"E5,675,89"
537,145,593,159,Ealoymeni
681,145,709,157,ao
878,150,934,158,Acccuwncc
541,161,581,173,[Soo0
877,163,917,175,(J7J 00
11,173,123,187,CuRRENT AccouNTS
683,175,711,187,Lco
57,207,101,221,Stetc9
452,200,516,224,"E1,500"
80,222,114,230,e
469,229,503,245,Totol
683,231,711,243,64a?
48,254,122,262,[d
169,249,223,263,[2i00.89
685,257,711,271,015o
685,287,711,299,4io0
9,303,89,317,Cacoit CARdS
689,315,711,327,I50
55,337,117,351,Fnst Direct
365,341,413,355,Lsoo 00
433,341,481,355,E400 00
499,341,547,355,"0J0o,C 0"
571,343,617,357,{700 00
58,352,104,360,Cordlcana
441,373,481,387,C50 00
501,375,541,389,Es0 00
46,386,110,394,Mn e
171,381,221,395,"40425,00"
7,437,95,451,SAMNGs Goals
699,439,785,453,Balance trend:
342,442,393,462,Budacts
699,453,781,467,cercn; arcolcil
55,467,97,481,Starling
56,482,86,490,Ufnt
97,481,123,493,cuili
325,476,439,494,Restarts 31 Scptembst
585,481,645,495,12 800 } Iett
679,491,711,503,Ipo
45,515,125,527,ACmnnn/or
165,511,221,525,"{2,500,Cd"
679,517,713,531,(L400
325,519,395,535,AII Budgcts
325,537,417,549,[680 00 /iZodCo
597,539,645,551,6ent
681,547,713,561,(Voo
795,547,865,561,06 #orcmbcr
53,561,97,575,Suta
796,562,838,570,AJAL
681,573,713,585,MLCoO
325,585,349,599,Fun
795,585,857,599,0 & Octobcr
797,597,839,609,0040-
52,610,120,618,nae
167,603,221,619,"CI,300 00"
325,603,405,617,FJco /(co 0d
597,605,645,617,0t-tBrnt
685,601,713,613,4co
685,629,713,641,[89
22,650,98,676,0 Starling
325,651,415,667,Houschold blIls
687,657,713,669,04o)
769,63,791,81,(ta9
