xmin,ymin,xmax,ymax,txt
281,55,333,69,Search 
43,73,107,89,Dashboard
244,105,351,133,Your card
43,125,83,139,Wallet
905,135,1009,153,Alan Richards
45,177,113,191,Transaction
263,175,291,187,Nhm
421,173,457,189,VISA
510,174,615,193,Exchange Rates
265,193,327,205,Annajinkon
43,227,83,243,Profile
383,223,413,237,1256
525,225,551,239,USD
659,225,685,239,EUR
869,219,909,235,Top Up
939,219,969,233,Send
996,218,1045,236,Request
264,254,296,262,"We"""
523,249,579,269,S5500
657,247,715,267,€3000
263,269,333,289,"535,852"
817,265,947,281,Recent Transactions
42,278,93,296,Settings
421,277,457,291,05122
817,299,851,313,Today
877,331,919,345,Netflix
1063,343,1095,357,5120
262,349,311,367,History
399,351,439,363,Income
480,348,527,366,Expense
617,351,683,367,Capability
877,353,973,367,Received Payment
265,395,301,409,88000
877,399,973,413,Spotify Premium
1063,409,1095,423,5140
877,421,953,435,Send Payment
265,431,301,447,S6000
663,455,705,475,75%
879,465,921,479,PayPal
265,469,301,483,84000
527,475,559,489,32500
1063,475,1095,489,5160
879,487,973,501,Reccived Payment
265,505,301,517,S2000
47,527,141,543,Analysis Report
816,530,869,547,Yesterday
63,549,123,563,Yaardy Dctoml
631,563,671,577,Income
703,561,755,577,Expenses
877,565,971,579,Twitter Premium
353,571,379,585,May
1063,575,1095,589,5130
65,589,123,603,Gat Rcport
877,587,953,601,Send Payment
12,19,68,51,Payup
487,570,507,583,An
533,569,555,585,S00
