xmin,ymin,xmax,ymax,txt
451,49,539,65,Dashboard
629,47,691,67,Insights
781,49,847,67,Pipeline
937,49,1007,65,Stalislics
1023,145,1167,165,Monthly expenses
727,195,779,211,Deposit
1023,195,1065,211,52900
1087,195,1129,211,52920
1153,195,1195,211,52750
1219,195,1261,211,52802
1285,195,1325,211,52561
1353,195,1391,209,52703
173,233,229,249,BUDGET
403,191,685,257,"23,685.94"
726,218,820,250,"S98,000"
161,253,239,293,78%
394,316,508,340,Gef a budget
635,319,697,337,Transfer
773,321,839,339,Request
1031,349,1059,363,JuL
1091,347,1125,363,AUG
1161,349,1187,363,SEP
1225,349,1257,363,OCT
1289,347,1325,363,NOV
1357,347,1389,363,DEC
104,482,128,488,Aenn
814,482,838,488,Eenn
137,481,169,495,9900
491,481,525,495,2349
845,481,879,497,6388
101,549,182,573,Payoneer
457,547,541,567,CDN Bank
810,546,870,570,PayPal
1145,579,1237,619,Jake
87,635,157,651,BALANCE
441,635,511,651,BALANCE
797,635,867,651,BALANCE
1147,623,1305,661,Cornwall
81,661,293,697,"11,939.07 USD"
437,661,629,697,"4,904.91 USD"
792,662,984,694,"9,235.42 USD"
1144,680,1374,706,Instant money transfers to
1146,708,1348,734,your relatives & friends.
103,729,165,743,Received
247,729,287,745,Spent
457,729,521,743,Received
603,729,643,745,Spent
813,729,875,743,Received
961,729,1001,745,Spent
94,750,174,782,+480S
232,750,304,782,-180S
442,750,536,782,+1392S
596,750,660,782,980S
804,750,884,782,+232S
946,750,1024,782,1932S
1341,803,1371,819,+24
