xmin,ymin,xmax,ymax,txt
145,71,279,97,Dashboard
549,87,587,101,Search
149,105,263,121,Payments updates
849,133,911,149,Ghulam
842,154,916,162,Product Designer
177,164,255,182,Total Income
349,165,433,181,Total Expense
541,165,615,181,Total Bonus
174,188,246,218,$1200
346,190,428,216,4.500K
540,190,616,216,6.100k
177,223,211,239,45%
349,223,381,239,45%
543,223,575,239,45%
797,243,917,259,Recent Activities
795,263,851,275,02 Mar 2021
836,292,884,300,Mike Lake
835,303,929,317,Backend Developer
836,322,880,330,5 Mins ago
835,345,901,357,Sarah Hosten
835,359,955,371,Senior Quality Assurance
835,373,885,385,15 Mins ago
835,399,915,411,Dena Thompson
835,411,943,425,Business Development
835,427,889,439,30 Mins ago
834,449,895,463,William Tiet
835,464,917,479,Project Manager
836,482,880,490,1 hour ago
797,511,921,529,Upcoming Events
797,529,855,543,08 Aug 2020
799,569,821,589,10
799,589,821,599,Wed
845,571,965,583,Top Management meeting
171,579,213,595,Order
378,577,443,597,Earnings
845,583,937,595,With team and CEO
168,604,230,632,"4,76k"
379,607,459,621,Total Expense
845,627,959,639,Brief about our upcoming
799,627,821,647,18
799,647,821,657,Fri
847,639,943,651,products launch date
376,638,476,666,$5078.78
379,677,511,691,Profile is 68% More than
847,679,959,691,Payment gateways need
847,692,938,700,to update for servers
799,681,821,699,29
799,699,821,709,Mon
379,695,441,709,last Month
