xmin,ymin,xmax,ymax,txt
26,26,149,75,ofsp_ce
286,32,434,60,Overvieu
787,41,839,55,Search
1303,39,1381,55,Alexander
68,146,157,166,Dashboard
307,157,476,182,Portfolio Stats
611,165,685,179,See details
808,157,912,181,Portfolio
1319,165,1373,179,View all
67,215,141,233,My Stock
329,211,363,225,Loss
655,209,697,225,Proft
309,233,355,253,10%
649,233,697,253,90%
799,235,819,259,B
837,229,903,247,Bitcoin
1047,229,1119,247,Binance
1213,237,1235,257,3
1253,227,1307,247,Zcash
837,251,911,267,1.223 BTH
1053,251,1117,267,092 BNB
1259,249,1323,267,232 ZEC
26,262,132,287,mll Analysis
787,303,869,319,Investment
995,303,1077,319,Investment
1203,303,1285,319,Investment
63,321,119,335,Market
787,325,861,345,"$42,234"
903,329,955,345,+4.269
995,325,1059,345,"84,234"
1117,331,1163,345,2.5290
1201,325,1255,345,"9,234"
1337,331,1371,345,969
63,371,135,387,Portfolio
331,409,413,425,Investment
637,407,677,423,Proft
60,421,129,441,Settings
328,430,410,454,"$23,223"
612,430,678,454,"89,123"
768,444,982,468,Portfolio Evolution
1259,451,1303,465,Jun 21
1313,451,1375,465,31 Jan 22
310,546,424,570,Cash flouu
551,553,575,567,IW
607,553,629,569,1M
327,581,355,595,BTH
385,581,411,595,BNB
313,615,343,629,25k
819,649,847,663,Jun
895,649,919,663,Jul
1117,649,1145,663,Oct
1189,649,1221,663,Nov
1267,649,1297,663,Dec
1345,649,1373,663,Jan
311,665,343,683,20k
315,721,343,737,10K
768,746,918,770,Stock Illarket
973,753,1029,767,View All
1113,741,1209,774,Activity
1317,753,1373,767,View All
321,777,343,791,OK
817,813,919,829,Bitcoin BTH
1179,811,1283,831,IlailChimp
1181,837,1287,855,"Sent $ 23,343"
961,857,1009,871,$126.4
976,874,1006,882,L0684
311,901,401,921,Revenue
611,904,685,922,See details
1175,897,1279,917,Tinder Gold
36,918,206,944,Upgrade to PRO
1173,923,1315,941,"Withdravv $ 24,988"
37,955,215,973,Upgracle your account to
367,953,427,967,Binance
623,949,697,969,2k of 23k
817,943,925,961,Binance BNB
37,975,139,993,Pro and enjoy:
959,987,1009,1003,$326.8
1179,985,1243,1003,Github
977,1005,1009,1017,0.4695
367,1017,421,1031,Bitcoin
609,1015,697,1033,12k of AO0k
1179,1009,1295,1027,"Invest $ 77,309"
47,1021,147,1037,Upgrade plan
323,1023,341,1047,B
770,155,805,185,Mly
965,648,993,665,Aug
1041,647,1069,665,Sep
